"","SSC_NAME_2016","median_income_bin","gender"
"2414","Crowdy Head","P_400_499_Tot","P"
"2415","Cudmirrah","P_400_499_Tot","P"
"2416","Cullen Bullen","P_400_499_Tot","P"
"2417","Currarong","P_400_499_Tot","P"
"2418","Dalgety","P_400_499_Tot","P"
"2419","Dalmeny","P_400_499_Tot","P"
"2420","Darbys Falls","P_400_499_Tot","P"
"2421","Dargan","P_400_499_Tot","P"
"2422","Darkwood","P_400_499_Tot","P"
"2423","Darlington (Sydney - NSW)","P_400_499_Tot","P"
"2424","Daysdale","P_400_499_Tot","P"
"2425","Deepwater (NSW)","P_400_499_Tot","P"
"2426","Deer Vale","P_400_499_Tot","P"
"2427","Delungra","P_400_499_Tot","P"
"2428","Denhams Beach","P_400_499_Tot","P"
"2429","Dignams Creek","P_400_499_Tot","P"
"2430","Dobies Bight","P_400_499_Tot","P"
"2431","Dollys Flat","P_400_499_Tot","P"
"2432","Dolphin Point","P_400_499_Tot","P"
"2433","Dondingalong","P_400_499_Tot","P"
"2434","Doon Doon","P_400_499_Tot","P"
"2435","Doonbah","P_400_499_Tot","P"
"2436","Dooralong","P_400_499_Tot","P"
"2437","Dorrigo","P_400_499_Tot","P"
"2438","Dorrigo Mountain","P_400_499_Tot","P"
"2439","Dorroughby","P_400_499_Tot","P"
"2440","Doyalson North","P_400_499_Tot","P"
"2441","Drake","P_400_499_Tot","P"
"2442","Dunbogan","P_400_499_Tot","P"
"2443","Dundee","P_400_499_Tot","P"
"2444","Dundurrabin","P_400_499_Tot","P"
"2445","Dungog","P_400_499_Tot","P"
"2446","Dyraaba","P_400_499_Tot","P"
"2447","East Lynne","P_400_499_Tot","P"
"2448","Eastlakes","P_400_499_Tot","P"
"2449","Eatonsville","P_400_499_Tot","P"
"2450","Ebor","P_400_499_Tot","P"
"2451","Eden","P_400_499_Tot","P"
"2452","Eden Creek","P_400_499_Tot","P"
"2453","Edensor Park","P_400_499_Tot","P"
"2454","Edenville","P_400_499_Tot","P"
"2455","Ellangowan (NSW)","P_400_499_Tot","P"
"2456","Ellenborough","P_400_499_Tot","P"
"2457","Elong Elong","P_400_499_Tot","P"
"2458","Emerton","P_400_499_Tot","P"
"2459","Emmaville","P_400_499_Tot","P"
"2460","Empire Vale","P_400_499_Tot","P"
"2461","Enngonia","P_400_499_Tot","P"
"2462","Ettalong Beach","P_400_499_Tot","P"
"2463","Ettrick (NSW)","P_400_499_Tot","P"
"2464","Euabalong","P_400_499_Tot","P"
"2465","Eungai Creek","P_400_499_Tot","P"
"2466","Eungai Rail","P_400_499_Tot","P"
"2467","Eungella (NSW)","P_400_499_Tot","P"
"2468","Ewingar","P_400_499_Tot","P"
"2469","Failford","P_400_499_Tot","P"
"2470","Fairfield East","P_400_499_Tot","P"
"2471","Fairfield West","P_400_499_Tot","P"
"2472","Fairy Meadow","P_400_499_Tot","P"
"2473","Fernhill","P_400_499_Tot","P"
"2474","Fingal Bay","P_400_499_Tot","P"
"2475","Firefly","P_400_499_Tot","P"
"2476","Fishermans Paradise","P_400_499_Tot","P"
"2477","Fishermans Reach","P_400_499_Tot","P"
"2478","Forster (NSW)","P_400_499_Tot","P"
"2479","Frazers Creek","P_400_499_Tot","P"
"2480","Frederickton","P_400_499_Tot","P"
"2481","Frog Rock","P_400_499_Tot","P"
"2482","Frogs Hollow","P_400_499_Tot","P"
"2483","Fullerton Cove","P_400_499_Tot","P"
"2484","Galong","P_400_499_Tot","P"
"2485","Ganmain","P_400_499_Tot","P"
"2486","Garra","P_400_499_Tot","P"
"2487","Gateshead","P_400_499_Tot","P"
"2488","Georgica","P_400_499_Tot","P"
"2489","Giants Creek","P_400_499_Tot","P"
"2490","Gilead","P_400_499_Tot","P"
"2491","Gilgai","P_400_499_Tot","P"
"2492","Gingkin","P_400_499_Tot","P"
"2493","Girvan","P_400_499_Tot","P"
"2494","Gladstone (NSW)","P_400_499_Tot","P"
"2495","Glen Innes","P_400_499_Tot","P"
"2496","Glenreagh","P_400_499_Tot","P"
"2497","Glenridding","P_400_499_Tot","P"
"2498","Glenthorne","P_400_499_Tot","P"
"2499","Glenugie","P_400_499_Tot","P"
"2500","Gloucester","P_400_499_Tot","P"
"2501","Gooloogong","P_400_499_Tot","P"
"2502","Goonengerry","P_400_499_Tot","P"
"2503","Green Pigeon","P_400_499_Tot","P"
"2504","Green Point (Mid-Coast - NSW)","P_400_499_Tot","P"
"2505","Greenacre","P_400_499_Tot","P"
"2506","Greenfield Park","P_400_499_Tot","P"
"2507","Greenhill (NSW)","P_400_499_Tot","P"
"2508","Greenwell Point","P_400_499_Tot","P"
"2509","Grenfell","P_400_499_Tot","P"
"2510","Grevillia","P_400_499_Tot","P"
"2511","Guildford (NSW)","P_400_499_Tot","P"
"2512","Gulargambone","P_400_499_Tot","P"
"2513","Gulmarrad","P_400_499_Tot","P"
"2514","Gumma","P_400_499_Tot","P"
"2515","Gungal","P_400_499_Tot","P"
"2516","Gwabegar","P_400_499_Tot","P"
"2517","Halekulani","P_400_499_Tot","P"
"2518","Halfway Creek","P_400_499_Tot","P"
"2519","Harden","P_400_499_Tot","P"
"2520","Harrington","P_400_499_Tot","P"
"2521","Harwood","P_400_499_Tot","P"
"2522","Hastings Point","P_400_499_Tot","P"
"2523","Hat Head","P_400_499_Tot","P"
"2524","Hawks Nest","P_400_499_Tot","P"
"2525","Haymarket","P_400_499_Tot","P"
"2526","Heatherbrae","P_400_499_Tot","P"
"2527","Hebersham","P_400_499_Tot","P"
"2528","Heckenberg","P_400_499_Tot","P"
"2529","Hermitage Flat","P_400_499_Tot","P"
"2530","Hexham (NSW)","P_400_499_Tot","P"
"2531","Hickeys Creek","P_400_499_Tot","P"
"2532","Hill End (NSW)","P_400_499_Tot","P"
"2533","Hillville","P_400_499_Tot","P"
"2534","Homeleigh","P_400_499_Tot","P"
"2535","Hopkins Creek","P_400_499_Tot","P"
"2536","Horseshoe Bend","P_400_499_Tot","P"
"2537","Huntingdon","P_400_499_Tot","P"
"2538","Huonbrook","P_400_499_Tot","P"
"2539","Hurstville","P_400_499_Tot","P"
"2540","Ilford","P_400_499_Tot","P"
"2541","Iluka (NSW)","P_400_499_Tot","P"
"2542","Jackadgery","P_400_499_Tot","P"
"2543","James Creek","P_400_499_Tot","P"
"2544","Jennings","P_400_499_Tot","P"
"2545","Jerseyville","P_400_499_Tot","P"
"2546","Johns River","P_400_499_Tot","P"
"2547","Kalang","P_400_499_Tot","P"
"2548","Kameruka","P_400_499_Tot","P"
"2549","Kandos","P_400_499_Tot","P"
"2550","Kangaroo Creek","P_400_499_Tot","P"
"2551","Kanwal","P_400_499_Tot","P"
"2552","Karuah","P_400_499_Tot","P"
"2553","Keiraville","P_400_499_Tot","P"
"2554","Kempsey","P_400_499_Tot","P"
"2555","Kendall","P_400_499_Tot","P"
"2556","Kentucky South","P_400_499_Tot","P"
"2557","Kew (NSW)","P_400_499_Tot","P"
"2558","Khancoban","P_400_499_Tot","P"
"2559","Kiah","P_400_499_Tot","P"
"2560","Kianga (NSW)","P_400_499_Tot","P"
"2561","Killabakh","P_400_499_Tot","P"
"2562","Kimbriki","P_400_499_Tot","P"
"2563","Kincumber South","P_400_499_Tot","P"
"2564","Kingsford (NSW)","P_400_499_Tot","P"
"2565","Kingstown","P_400_499_Tot","P"
"2566","Kioloa","P_400_499_Tot","P"
"2567","Kitchener","P_400_499_Tot","P"
"2568","Koonawarra","P_400_499_Tot","P"
"2569","Koorawatha","P_400_499_Tot","P"
"2570","Koraleigh","P_400_499_Tot","P"
"2571","Koreelah","P_400_499_Tot","P"
"2572","Krambach","P_400_499_Tot","P"
"2573","Kremnos","P_400_499_Tot","P"
"2574","Kunama","P_400_499_Tot","P"
"2575","Kungala","P_400_499_Tot","P"
"2576","Kunghur","P_400_499_Tot","P"
"2577","Kurri Kurri","P_400_499_Tot","P"
"2578","Kyogle","P_400_499_Tot","P"
"2579","Lake Cathie","P_400_499_Tot","P"
"2580","Lake Conjola","P_400_499_Tot","P"
"2581","Lake Haven","P_400_499_Tot","P"
"2582","Lake Heights","P_400_499_Tot","P"
"2583","Lake Illawarra","P_400_499_Tot","P"
"2584","Lake Tabourie","P_400_499_Tot","P"
"2585","Lakemba","P_400_499_Tot","P"
"2586","Lakewood","P_400_499_Tot","P"
"2587","Lanitza","P_400_499_Tot","P"
"2588","Lansdowne (Mid-Coast - NSW)","P_400_499_Tot","P"
"2589","Lansvale","P_400_499_Tot","P"
"2590","Larnook","P_400_499_Tot","P"
"2591","Laurieton","P_400_499_Tot","P"
"2592","Lawrence (NSW)","P_400_499_Tot","P"
"2593","Legume","P_400_499_Tot","P"
"2594","Lemon Tree Passage","P_400_499_Tot","P"
"2595","Lethbridge Park","P_400_499_Tot","P"
"2596","Lightning Ridge","P_400_499_Tot","P"
"2597","Lillian Rock","P_400_499_Tot","P"
"2598","Limbri","P_400_499_Tot","P"
"2599","Limekilns","P_400_499_Tot","P"
"2600","Lismore (NSW)","P_400_499_Tot","P"
"2601","Liston","P_400_499_Tot","P"
"2602","Lithgow","P_400_499_Tot","P"
"2603","Little Forest","P_400_499_Tot","P"
"2604","Liverpool","P_400_499_Tot","P"
"2605","Loftville","P_400_499_Tot","P"
"2606","Logans Crossing","P_400_499_Tot","P"
"2607","Long Flat (NSW)","P_400_499_Tot","P"
"2608","Lorne (NSW)","P_400_499_Tot","P"
"2609","Lowanna","P_400_499_Tot","P"
"2610","Lower Boro","P_400_499_Tot","P"
"2611","Lue","P_400_499_Tot","P"
"2612","Lurnea","P_400_499_Tot","P"
"2613","Lynchs Creek","P_400_499_Tot","P"
"2614","Lynwood (NSW)","P_400_499_Tot","P"
"2615","Macksville","P_400_499_Tot","P"
"2616","Maclean","P_400_499_Tot","P"
"2617","Main Creek","P_400_499_Tot","P"
"2618","Mallanganee","P_400_499_Tot","P"
"2619","Maloneys Beach","P_400_499_Tot","P"
"2620","Manilla","P_400_499_Tot","P"
"2621","Manning Point","P_400_499_Tot","P"
"2622","Manyana","P_400_499_Tot","P"
"2623","Marlee","P_400_499_Tot","P"
"2624","Mathoura","P_400_499_Tot","P"
"2625","Megalong Valley","P_400_499_Tot","P"
"2626","Melinga","P_400_499_Tot","P"
"2627","Mendooran","P_400_499_Tot","P"
"2628","Menindee","P_400_499_Tot","P"
"2629","Merrygoen","P_400_499_Tot","P"
"2630","Merrylands","P_400_499_Tot","P"
"2631","Merrylands West","P_400_499_Tot","P"
"2632","Merungle Hill","P_400_499_Tot","P"
"2633","Milbrodale","P_400_499_Tot","P"
"2634","Millbank (NSW)","P_400_499_Tot","P"
"2635","Millingandi","P_400_499_Tot","P"
"2636","Minore","P_400_499_Tot","P"
"2637","Missabotti","P_400_499_Tot","P"
"2638","Mitchells Island","P_400_499_Tot","P"
"2639","Mogo (Eurobodalla - NSW)","P_400_499_Tot","P"
"2640","Mole River","P_400_499_Tot","P"
"2641","Mondrook","P_400_499_Tot","P"
"2642","Mongogarie","P_400_499_Tot","P"
"2643","Mooball","P_400_499_Tot","P"
"2644","Moorbel","P_400_499_Tot","P"
"2645","Moorland (NSW)","P_400_499_Tot","P"
"2646","Morisset","P_400_499_Tot","P"
"2647","Morts Estate","P_400_499_Tot","P"
"2648","Moruya","P_400_499_Tot","P"
"2649","Mount Austin","P_400_499_Tot","P"
"2650","Mount Burrell","P_400_499_Tot","P"
"2651","Mount George (NSW)","P_400_499_Tot","P"
"2652","Mount Lewis","P_400_499_Tot","P"
"2653","Mount Pritchard","P_400_499_Tot","P"
"2654","Mount Russell","P_400_499_Tot","P"
"2655","Mount Warrigal","P_400_499_Tot","P"
"2656","Mumbil","P_400_499_Tot","P"
"2657","Murrurundi","P_400_499_Tot","P"
"2658","Myola (NSW)","P_400_499_Tot","P"
"2659","Myrtle Creek (NSW)","P_400_499_Tot","P"
"2660","Mystery Bay","P_400_499_Tot","P"
"2661","Nabiac","P_400_499_Tot","P"
"2662","Nambucca Heads","P_400_499_Tot","P"
"2663","Nangus","P_400_499_Tot","P"
"2664","Narooma","P_400_499_Tot","P"
"2665","Neath","P_400_499_Tot","P"
"2666","Nelligen","P_400_499_Tot","P"
"2667","Neurea","P_400_499_Tot","P"
"2668","Neville","P_400_499_Tot","P"
"2669","New Park","P_400_499_Tot","P"
"2670","Nimbin","P_400_499_Tot","P"
"2671","North Dorrigo","P_400_499_Tot","P"
"2672","North Haven (NSW)","P_400_499_Tot","P"
"2673","North Lismore","P_400_499_Tot","P"
"2674","North Macksville","P_400_499_Tot","P"
"2675","North Wollongong","P_400_499_Tot","P"
"2676","Nowendoc","P_400_499_Tot","P"
"2677","Nowra","P_400_499_Tot","P"
"2678","Numbugga","P_400_499_Tot","P"
"2679","Numinbah","P_400_499_Tot","P"
"2680","Nundle","P_400_499_Tot","P"
"2681","Oakhampton","P_400_499_Tot","P"
"2682","Oallen","P_400_499_Tot","P"
"2683","Old Bar","P_400_499_Tot","P"
"2684","Old Bonalbo","P_400_499_Tot","P"
"2685","Old Erowal Bay","P_400_499_Tot","P"
"2686","Old Guildford","P_400_499_Tot","P"
"2687","Orient Point","P_400_499_Tot","P"
"2688","Oyster Cove (NSW)","P_400_499_Tot","P"
"2689","Palmvale","P_400_499_Tot","P"
"2690","Peak Hill (NSW)","P_400_499_Tot","P"
"2691","Pelaw Main","P_400_499_Tot","P"
"2692","Pelton","P_400_499_Tot","P"
"2693","Penrose","P_400_499_Tot","P"
"2694","Piggabeen","P_400_499_Tot","P"
"2695","Pillar Valley","P_400_499_Tot","P"
"2696","Pipeclay","P_400_499_Tot","P"
"2697","Pleasant Hills","P_400_499_Tot","P"
"2698","Port Kembla","P_400_499_Tot","P"
"2699","Portland (NSW)","P_400_499_Tot","P"
"2700","Possum Brush","P_400_499_Tot","P"
"2701","Prairiewood","P_400_499_Tot","P"
"2702","Pumpenbil","P_400_499_Tot","P"
"2703","Punchbowl (Canterbury-Bankstown - NSW)","P_400_499_Tot","P"
"2704","Putty","P_400_499_Tot","P"
"2705","Pyramul","P_400_499_Tot","P"
"2706","Quaama","P_400_499_Tot","P"
"2707","Quandialla","P_400_499_Tot","P"
"2708","Rainbow Flat","P_400_499_Tot","P"
"2709","Rainbow Reach","P_400_499_Tot","P"
"2710","Ramornie","P_400_499_Tot","P"
"2711","Ravenswood (NSW)","P_400_499_Tot","P"
"2712","Red Range","P_400_499_Tot","P"
"2713","Regents Park (NSW)","P_400_499_Tot","P"
"2714","Reids Flat","P_400_499_Tot","P"
"2715","Riverwood","P_400_499_Tot","P"
"2716","Rosebrook (NSW)","P_400_499_Tot","P"
"2717","Rosewood (Snowy Valleys - NSW)","P_400_499_Tot","P"
"2718","Round Mountain","P_400_499_Tot","P"
"2719","Rowlands Creek","P_400_499_Tot","P"
"2720","Rydal","P_400_499_Tot","P"
"2721","Rye Park","P_400_499_Tot","P"
"2722","Rylstone","P_400_499_Tot","P"
"2723","Sadleir","P_400_499_Tot","P"
"2724","Salisbury Plains","P_400_499_Tot","P"
"2725","Sanctuary Point","P_400_499_Tot","P"
"2726","Sandgate (NSW)","P_400_499_Tot","P"
"2727","Sefton","P_400_499_Tot","P"
"2728","Shalvey","P_400_499_Tot","P"
"2729","Shannon Brook","P_400_499_Tot","P"
"2730","Shannondale","P_400_499_Tot","P"
"2731","Shannons Flat","P_400_499_Tot","P"
"2732","Sheedys Gully","P_400_499_Tot","P"
"2733","Shellharbour City Centre","P_400_499_Tot","P"
"2734","Sherwood (Kempsey - NSW)","P_400_499_Tot","P"
"2735","Shortland","P_400_499_Tot","P"
"2736","Smithfield (NSW)","P_400_499_Tot","P"
"2737","Smiths Lake","P_400_499_Tot","P"
"2738","Sofala","P_400_499_Tot","P"
"2739","South Arm (Clarence Valley - NSW)","P_400_499_Tot","P"
"2740","South Grafton","P_400_499_Tot","P"
"2741","South Kempsey","P_400_499_Tot","P"
"2742","South Lismore","P_400_499_Tot","P"
"2743","South Maitland","P_400_499_Tot","P"
"2744","South Murwillumbah","P_400_499_Tot","P"
"2745","South West Rocks","P_400_499_Tot","P"
"2746","Spencer","P_400_499_Tot","P"
"2747","Springdale (NSW)","P_400_499_Tot","P"
"2748","St Fillans","P_400_499_Tot","P"
"2749","St Georges Basin","P_400_499_Tot","P"
"2750","St Johns Park","P_400_499_Tot","P"
"2751","Stanborough","P_400_499_Tot","P"
"2752","Stewarts River","P_400_499_Tot","P"
"2753","Stockinbingal","P_400_499_Tot","P"
"2754","Stony Chute","P_400_499_Tot","P"
"2755","Stratford (NSW)","P_400_499_Tot","P"
"2756","Strathcedar","P_400_499_Tot","P"
"2757","Stratheden","P_400_499_Tot","P"
"2758","Stroud","P_400_499_Tot","P"
"2759","Stuart Town","P_400_499_Tot","P"
"2760","Stuarts Point","P_400_499_Tot","P"
"2761","Stubbo","P_400_499_Tot","P"
"2762","Sussex Inlet","P_400_499_Tot","P"
"2763","Swan Bay (Port Stephens - NSW)","P_400_499_Tot","P"
"2764","Swan Bay (Richmond Valley - NSW)","P_400_499_Tot","P"
"2765","Swanhaven","P_400_499_Tot","P"
"2766","Swansea (NSW)","P_400_499_Tot","P"
"2767","Tabulam","P_400_499_Tot","P"
"2768","Tallawang","P_400_499_Tot","P"
"2769","Tambar Springs","P_400_499_Tot","P"
"2770","Tanilba Bay","P_400_499_Tot","P"
"2771","Taree","P_400_499_Tot","P"
"2772","Taree South","P_400_499_Tot","P"
"2773","Tarrawanna","P_400_499_Tot","P"
"2774","Tea Gardens","P_400_499_Tot","P"
"2775","Tenterfield","P_400_499_Tot","P"
"2776","Terania Creek","P_400_499_Tot","P"
"2777","Termeil","P_400_499_Tot","P"
"2778","Tewinga","P_400_499_Tot","P"
"2779","The Branch","P_400_499_Tot","P"
"2780","The Channon","P_400_499_Tot","P"
"2781","Theresa Creek (NSW)","P_400_499_Tot","P"
"2782","Tilba Tilba","P_400_499_Tot","P"
"2783","Tingha","P_400_499_Tot","P"
"2784","Tocumwal","P_400_499_Tot","P"
"2785","Tomago","P_400_499_Tot","P"
"2786","Tomewin","P_400_499_Tot","P"
"2787","Tomingley","P_400_499_Tot","P"
"2788","Toogong","P_400_499_Tot","P"
"2789","Toormina","P_400_499_Tot","P"
"2790","Toronto","P_400_499_Tot","P"
"2791","Tottenham (NSW)","P_400_499_Tot","P"
"2792","Toukley","P_400_499_Tot","P"
"2793","Towamba","P_400_499_Tot","P"
"2794","Townsend","P_400_499_Tot","P"
"2795","Towrang","P_400_499_Tot","P"
"2796","Tregear","P_400_499_Tot","P"
"2797","Tucabia","P_400_499_Tot","P"
"2798","Tuckurimba","P_400_499_Tot","P"
"2799","Tullamore","P_400_499_Tot","P"
"2800","Tuncester","P_400_499_Tot","P"
"2801","Tuncurry","P_400_499_Tot","P"
"2802","Tuntable Creek","P_400_499_Tot","P"
"2803","Tuross Head","P_400_499_Tot","P"
"2804","Tweed Heads South","P_400_499_Tot","P"
"2805","Tweed Heads West","P_400_499_Tot","P"
"2806","Twelve Mile Creek","P_400_499_Tot","P"
"2807","Tyalgum","P_400_499_Tot","P"
"2808","Tyndale","P_400_499_Tot","P"
"2809","Tyringham","P_400_499_Tot","P"
"2810","Ulamambri","P_400_499_Tot","P"
"2811","Ulladulla","P_400_499_Tot","P"
"2812","Ulmarra","P_400_499_Tot","P"
"2813","Ulong","P_400_499_Tot","P"
"2814","Unanderra","P_400_499_Tot","P"
"2815","Upper Copmanhurst","P_400_499_Tot","P"
"2816","Upper Corindi","P_400_499_Tot","P"
"2817","Upper Crystal Creek","P_400_499_Tot","P"
"2818","Upper Horton","P_400_499_Tot","P"
"2819","Upper Lansdowne","P_400_499_Tot","P"
"2820","Upper Main Arm","P_400_499_Tot","P"
"2821","Upper Rollands Plains","P_400_499_Tot","P"
"2822","Urliup","P_400_499_Tot","P"
"2823","Utungun","P_400_499_Tot","P"
"2824","Vale Of Clwydd","P_400_499_Tot","P"
"2825","Valla Beach","P_400_499_Tot","P"
"2826","Waitui","P_400_499_Tot","P"
"2827","Wakeley","P_400_499_Tot","P"
"2828","Wakool","P_400_499_Tot","P"
"2829","Walla Walla","P_400_499_Tot","P"
"2830","Wallabadah","P_400_499_Tot","P"
"2831","Wallaga Lake","P_400_499_Tot","P"
"2832","Wamban","P_400_499_Tot","P"
"2833","Wapengo","P_400_499_Tot","P"
"2834","Waratah West","P_400_499_Tot","P"
"2835","Wardell","P_400_499_Tot","P"
"2836","Wardrop Valley","P_400_499_Tot","P"
"2837","Warialda","P_400_499_Tot","P"
"2838","Warilla","P_400_499_Tot","P"
"2839","Warragai Creek","P_400_499_Tot","P"
"2840","Warrawong","P_400_499_Tot","P"
"2841","Warwick Farm","P_400_499_Tot","P"
"2842","Waterview Heights","P_400_499_Tot","P"
"2843","Wattle Flat (NSW)","P_400_499_Tot","P"
"2844","Wattle Springs","P_400_499_Tot","P"
"2845","Wauchope","P_400_499_Tot","P"
"2846","Wellington (NSW)","P_400_499_Tot","P"
"2847","Wells Crossing","P_400_499_Tot","P"
"2848","Wentworth (NSW)","P_400_499_Tot","P"
"2849","Werris Creek","P_400_499_Tot","P"
"2850","West Ballina","P_400_499_Tot","P"
"2851","West Haven","P_400_499_Tot","P"
"2852","West Kempsey","P_400_499_Tot","P"
"2853","West Wiangaree","P_400_499_Tot","P"
"2854","Weston (NSW)","P_400_499_Tot","P"
"2855","Wetherill Park","P_400_499_Tot","P"
"2856","Whalan","P_400_499_Tot","P"
"2857","Wheeo","P_400_499_Tot","P"
"2858","Wherrol Flat","P_400_499_Tot","P"
"2859","Whiporie","P_400_499_Tot","P"
"2860","White Cliffs","P_400_499_Tot","P"
"2861","Whiteman Creek","P_400_499_Tot","P"
"2862","Whitton","P_400_499_Tot","P"
"2863","Wilcannia","P_400_499_Tot","P"
"2864","Wiley Park","P_400_499_Tot","P"
"2865","Willawarrin","P_400_499_Tot","P"
"2866","Willmot","P_400_499_Tot","P"
"2867","Willow Tree","P_400_499_Tot","P"
"2868","Wilsons Creek","P_400_499_Tot","P"
"2869","Windale","P_400_499_Tot","P"
"2870","Windang","P_400_499_Tot","P"
"2871","Windellama","P_400_499_Tot","P"
"2872","Windeyer (NSW)","P_400_499_Tot","P"
"2873","Wingham","P_400_499_Tot","P"
"2874","Wirrimbi","P_400_499_Tot","P"
"2875","Womboota","P_400_499_Tot","P"
"2876","Wonboyn","P_400_499_Tot","P"
"2877","Woodberry","P_400_499_Tot","P"
"2878","Woodburn (Richmond Valley - NSW)","P_400_499_Tot","P"
"2879","Woodenbong","P_400_499_Tot","P"
"2880","Woodstock (Cowra - NSW)","P_400_499_Tot","P"
"2881","Woolbrook","P_400_499_Tot","P"
"2882","Woolgoolga","P_400_499_Tot","P"
"2883","Wooli","P_400_499_Tot","P"
"2884","Woolomin","P_400_499_Tot","P"
"2885","Woombah","P_400_499_Tot","P"
"2886","Wootton","P_400_499_Tot","P"
"2887","Wooyung","P_400_499_Tot","P"
"2888","Worrowing Heights","P_400_499_Tot","P"
"2889","Woy Woy","P_400_499_Tot","P"
"2890","Wrights Beach","P_400_499_Tot","P"
"2891","Wyangala","P_400_499_Tot","P"
"2892","Wyee","P_400_499_Tot","P"
"2893","Wyndham (NSW)","P_400_499_Tot","P"
"2894","Wyong","P_400_499_Tot","P"
"2895","Yagoona","P_400_499_Tot","P"
"2896","Yamba (NSW)","P_400_499_Tot","P"
"2897","Yarrahapinni","P_400_499_Tot","P"
"2898","Yarranbella","P_400_499_Tot","P"
"2899","Yarravel","P_400_499_Tot","P"
"2900","Yarrawonga (NSW)","P_400_499_Tot","P"
"2901","Yarrowford","P_400_499_Tot","P"
"2902","Yarrowitch","P_400_499_Tot","P"
"2903","Yelgun","P_400_499_Tot","P"
"2904","Yellow Rock (Shellharbour - NSW)","P_400_499_Tot","P"
"2905","Yeoval","P_400_499_Tot","P"
"2906","Yerong Creek","P_400_499_Tot","P"
"2907","Yessabah","P_400_499_Tot","P"
"2908","Yetman","P_400_499_Tot","P"
"2909","Zara","P_400_499_Tot","P"
"2910","No usual address (NSW)","P_400_499_Tot","P"
"2911","Airds","P_300_399_Tot","P"
"2912","Akolele","P_300_399_Tot","P"
"2913","Atholwood","P_300_399_Tot","P"
"2914","Barraganyatti","P_300_399_Tot","P"
"2915","Bendalong","P_300_399_Tot","P"
"2916","Binnaway","P_300_399_Tot","P"
"2917","Bogan Gate","P_300_399_Tot","P"
"2918","Bogee","P_300_399_Tot","P"
"2919","Boggabilla","P_300_399_Tot","P"
"2920","Brimbin","P_300_399_Tot","P"
"2921","Buckra Bendinni","P_300_399_Tot","P"
"2922","Bullawa Creek","P_300_399_Tot","P"
"2923","Bundagen","P_300_399_Tot","P"
"2924","Bundook","P_300_399_Tot","P"
"2925","Bungalora","P_300_399_Tot","P"
"2926","Burragate","P_300_399_Tot","P"
"2927","Byangum","P_300_399_Tot","P"
"2928","Byrrill Creek","P_300_399_Tot","P"
"2929","Cabramatta","P_300_399_Tot","P"
"2930","Canley Vale","P_300_399_Tot","P"
"2931","Caparra","P_300_399_Tot","P"
"2932","Charbon","P_300_399_Tot","P"
"2933","Claymore","P_300_399_Tot","P"
"2934","Collins Creek","P_300_399_Tot","P"
"2935","Coralville","P_300_399_Tot","P"
"2936","Cumborah","P_300_399_Tot","P"
"2937","Daceyville","P_300_399_Tot","P"
"2938","Dandry","P_300_399_Tot","P"
"2939","Dareton","P_300_399_Tot","P"
"2940","Deep Creek (Kempsey - NSW)","P_300_399_Tot","P"
"2941","Deua River Valley","P_300_399_Tot","P"
"2942","Elands","P_300_399_Tot","P"
"2943","Fairfield (NSW)","P_300_399_Tot","P"
"2944","Fairfield Heights","P_300_399_Tot","P"
"2945","Freemans Waterhole","P_300_399_Tot","P"
"2946","Glen Davis","P_300_399_Tot","P"
"2947","Glengarrie","P_300_399_Tot","P"
"2948","Goodooga","P_300_399_Tot","P"
"2949","Greenwich Park","P_300_399_Tot","P"
"2950","Gwynneville","P_300_399_Tot","P"
"2951","Hanging Rock","P_300_399_Tot","P"
"2952","Hargraves","P_300_399_Tot","P"
"2953","Jesmond","P_300_399_Tot","P"
"2954","Jones Island","P_300_399_Tot","P"
"2955","Kains Flat","P_300_399_Tot","P"
"2956","Kilgra","P_300_399_Tot","P"
"2957","Kundibakh","P_300_399_Tot","P"
"2958","Miller","P_300_399_Tot","P"
"2959","Monkerai","P_300_399_Tot","P"
"2960","Mooral Creek","P_300_399_Tot","P"
"2961","Moparrabah","P_300_399_Tot","P"
"2962","Moto","P_300_399_Tot","P"
"2963","Mount Lambie","P_300_399_Tot","P"
"2964","Mount Warning","P_300_399_Tot","P"
"2965","Mungay Creek","P_300_399_Tot","P"
"2966","Murrin Bridge","P_300_399_Tot","P"
"2967","Mylneford","P_300_399_Tot","P"
"2968","Nerong","P_300_399_Tot","P"
"2969","North Yeoval","P_300_399_Tot","P"
"2970","Nymboida","P_300_399_Tot","P"
"2971","Pilliga","P_300_399_Tot","P"
"2972","Pottery Estate","P_300_399_Tot","P"
"2973","Rappville","P_300_399_Tot","P"
"2974","Reedy Swamp","P_300_399_Tot","P"
"2975","Rollands Plains","P_300_399_Tot","P"
"2976","Skillion Flat","P_300_399_Tot","P"
"2977","South Arm (Nambucca - NSW)","P_300_399_Tot","P"
"2978","South Granville","P_300_399_Tot","P"
"2979","Speewa","P_300_399_Tot","P"
"2980","Stannifer","P_300_399_Tot","P"
"2981","Taloumbi","P_300_399_Tot","P"
"2982","Tamban","P_300_399_Tot","P"
"2983","Taylors Arm","P_300_399_Tot","P"
"2984","Temagog","P_300_399_Tot","P"
"2985","The Pinnacles","P_300_399_Tot","P"
"2986","Ultimo","P_300_399_Tot","P"
"2987","Upper Horseshoe Creek","P_300_399_Tot","P"
"2988","Upper Taylors Arm","P_300_399_Tot","P"
