"","SSC_NAME_2016","median_income_bin","gender"
"1837","Mannering Park","P_500_649_Tot","P"
"1838","Marayong","P_500_649_Tot","P"
"1839","Marks Point","P_500_649_Tot","P"
"1840","Markwell","P_500_649_Tot","P"
"1841","Marmong Point","P_500_649_Tot","P"
"1842","Marom Creek","P_500_649_Tot","P"
"1843","Marsden Park","P_500_649_Tot","P"
"1844","Marsfield","P_500_649_Tot","P"
"1845","Martindale","P_500_649_Tot","P"
"1846","Martins Creek","P_500_649_Tot","P"
"1847","Marulan","P_500_649_Tot","P"
"1848","Maryland (Newcastle - NSW)","P_500_649_Tot","P"
"1849","Maryvale (NSW)","P_500_649_Tot","P"
"1850","Matong","P_500_649_Tot","P"
"1851","Maude (NSW)","P_500_649_Tot","P"
"1852","Maules Creek","P_500_649_Tot","P"
"1853","Mayfield (Newcastle - NSW)","P_500_649_Tot","P"
"1854","Mayfield West","P_500_649_Tot","P"
"1855","Mays Hill","P_500_649_Tot","P"
"1856","McCullys Gap","P_500_649_Tot","P"
"1857","McKees Hill","P_500_649_Tot","P"
"1858","McKellars Park","P_500_649_Tot","P"
"1859","Medlow Bath","P_500_649_Tot","P"
"1860","Medway","P_500_649_Tot","P"
"1861","Meerschaum Vale","P_500_649_Tot","P"
"1862","Megan","P_500_649_Tot","P"
"1863","Menangle","P_500_649_Tot","P"
"1864","Menangle Park","P_500_649_Tot","P"
"1865","Merimbula","P_500_649_Tot","P"
"1866","Meringo","P_500_649_Tot","P"
"1867","Merriwa (NSW)","P_500_649_Tot","P"
"1868","Merriwagga","P_500_649_Tot","P"
"1869","Metford","P_500_649_Tot","P"
"1870","Metz","P_500_649_Tot","P"
"1871","Middle Pocket","P_500_649_Tot","P"
"1872","Millfield","P_500_649_Tot","P"
"1873","Milton (NSW)","P_500_649_Tot","P"
"1874","Mimosa (NSW)","P_500_649_Tot","P"
"1875","Minimbah","P_500_649_Tot","P"
"1876","Minnie Water","P_500_649_Tot","P"
"1877","Minto","P_500_649_Tot","P"
"1878","Mirrabooka (NSW)","P_500_649_Tot","P"
"1879","Mirrool","P_500_649_Tot","P"
"1880","Mittagong","P_500_649_Tot","P"
"1881","Moama","P_500_649_Tot","P"
"1882","Modanville","P_500_649_Tot","P"
"1883","Mogendoura","P_500_649_Tot","P"
"1884","Mogriguy","P_500_649_Tot","P"
"1885","Mollymook","P_500_649_Tot","P"
"1886","Mollymook Beach","P_500_649_Tot","P"
"1887","Molong","P_500_649_Tot","P"
"1888","Monaltrie","P_500_649_Tot","P"
"1889","Mongarlowe","P_500_649_Tot","P"
"1890","Monteagle","P_500_649_Tot","P"
"1891","Moonan Flat","P_500_649_Tot","P"
"1892","Moonbi","P_500_649_Tot","P"
"1893","Mooneba","P_500_649_Tot","P"
"1894","Moonee Beach","P_500_649_Tot","P"
"1895","Morpeth","P_500_649_Tot","P"
"1896","Morton","P_500_649_Tot","P"
"1897","Mortons Creek","P_500_649_Tot","P"
"1898","Morundah","P_500_649_Tot","P"
"1899","Moruya Heads","P_500_649_Tot","P"
"1900","Morven (Greater Hume Shire - NSW)","P_500_649_Tot","P"
"1901","Moss Vale","P_500_649_Tot","P"
"1902","Moulamein","P_500_649_Tot","P"
"1903","Mount Arthur","P_500_649_Tot","P"
"1904","Mount Druitt","P_500_649_Tot","P"
"1905","Mount Hutton (NSW)","P_500_649_Tot","P"
"1906","Mount Mitchell","P_500_649_Tot","P"
"1907","Mount Ousley","P_500_649_Tot","P"
"1908","Mount Thorley","P_500_649_Tot","P"
"1909","Mount Victoria","P_500_649_Tot","P"
"1910","Mount Wilson","P_500_649_Tot","P"
"1911","Mountain Lagoon","P_500_649_Tot","P"
"1912","Mountain View (NSW)","P_500_649_Tot","P"
"1913","Mudgee","P_500_649_Tot","P"
"1914","Mulbring","P_500_649_Tot","P"
"1915","Mullaley","P_500_649_Tot","P"
"1916","Mullaway","P_500_649_Tot","P"
"1917","Mullumbimby","P_500_649_Tot","P"
"1918","Mullumbimby Creek","P_500_649_Tot","P"
"1919","Mulwala","P_500_649_Tot","P"
"1920","Mummulgum","P_500_649_Tot","P"
"1921","Mundamia","P_500_649_Tot","P"
"1922","Murrays Run","P_500_649_Tot","P"
"1923","Murringo","P_500_649_Tot","P"
"1924","Murrumburrah","P_500_649_Tot","P"
"1925","Murwillumbah","P_500_649_Tot","P"
"1926","Muswellbrook","P_500_649_Tot","P"
"1927","Mylestom","P_500_649_Tot","P"
"1928","Myocum","P_500_649_Tot","P"
"1929","Nana Glen","P_500_649_Tot","P"
"1930","Napoleon Reef","P_500_649_Tot","P"
"1931","Narrandera","P_500_649_Tot","P"
"1932","Narrawa","P_500_649_Tot","P"
"1933","Narrawallee","P_500_649_Tot","P"
"1934","Narromine","P_500_649_Tot","P"
"1935","Narwee","P_500_649_Tot","P"
"1936","Nashua","P_500_649_Tot","P"
"1937","Nelson Bay (NSW)","P_500_649_Tot","P"
"1938","Nethercote","P_500_649_Tot","P"
"1939","New Brighton","P_500_649_Tot","P"
"1940","New Italy","P_500_649_Tot","P"
"1941","Newee Creek","P_500_649_Tot","P"
"1942","Niagara Park","P_500_649_Tot","P"
"1943","Nimmitabel","P_500_649_Tot","P"
"1944","Noraville","P_500_649_Tot","P"
"1945","North Albury","P_500_649_Tot","P"
"1946","North Arm (NSW)","P_500_649_Tot","P"
"1947","North Arm Cove","P_500_649_Tot","P"
"1948","North Batemans Bay","P_500_649_Tot","P"
"1949","North Boambee Valley","P_500_649_Tot","P"
"1950","North Gosford","P_500_649_Tot","P"
"1951","North Lambton","P_500_649_Tot","P"
"1952","North Narooma","P_500_649_Tot","P"
"1953","North Nowra","P_500_649_Tot","P"
"1954","North Shore (NSW)","P_500_649_Tot","P"
"1955","North St Marys","P_500_649_Tot","P"
"1956","North Tumbulgum","P_500_649_Tot","P"
"1957","North Woodburn","P_500_649_Tot","P"
"1958","Nullamanna","P_500_649_Tot","P"
"1959","Numeralla","P_500_649_Tot","P"
"1960","Nunderi","P_500_649_Tot","P"
"1961","Nymagee","P_500_649_Tot","P"
"1962","Nyngan","P_500_649_Tot","P"
"1963","Oak Flats","P_500_649_Tot","P"
"1964","Oakey Park","P_500_649_Tot","P"
"1965","Oaklands","P_500_649_Tot","P"
"1966","Oakwood (NSW)","P_500_649_Tot","P"
"1967","Oberon","P_500_649_Tot","P"
"1968","Obley","P_500_649_Tot","P"
"1969","Ocean Shores","P_500_649_Tot","P"
"1970","One Mile (NSW)","P_500_649_Tot","P"
"1971","Oxley Island","P_500_649_Tot","P"
"1972","Oxley Park","P_500_649_Tot","P"
"1973","Oxley Vale","P_500_649_Tot","P"
"1974","Padstow","P_500_649_Tot","P"
"1975","Pallal","P_500_649_Tot","P"
"1976","Pallamallawa","P_500_649_Tot","P"
"1977","Palmers Channel","P_500_649_Tot","P"
"1978","Palmers Island","P_500_649_Tot","P"
"1979","Palmwoods (NSW)","P_500_649_Tot","P"
"1980","Pambula","P_500_649_Tot","P"
"1981","Pampoolah","P_500_649_Tot","P"
"1982","Parkes (NSW)","P_500_649_Tot","P"
"1983","Patonga","P_500_649_Tot","P"
"1984","Paxton","P_500_649_Tot","P"
"1985","Paynes Crossing","P_500_649_Tot","P"
"1986","Peakhurst","P_500_649_Tot","P"
"1987","Pelican (NSW)","P_500_649_Tot","P"
"1988","Pembrooke","P_500_649_Tot","P"
"1989","Pendle Hill","P_500_649_Tot","P"
"1990","Penrith","P_500_649_Tot","P"
"1991","Phoenix Park","P_500_649_Tot","P"
"1992","Pimlico (NSW)","P_500_649_Tot","P"
"1993","Pindimar","P_500_649_Tot","P"
"1994","Piora","P_500_649_Tot","P"
"1995","Point Clare","P_500_649_Tot","P"
"1996","Pomeroy","P_500_649_Tot","P"
"1997","Pomona (NSW)","P_500_649_Tot","P"
"1998","Port Macquarie","P_500_649_Tot","P"
"1999","Possum Creek","P_500_649_Tot","P"
"2000","Potato Point","P_500_649_Tot","P"
"2001","Pottsville","P_500_649_Tot","P"
"2002","Pretty Beach (Central Coast - NSW)","P_500_649_Tot","P"
"2003","Primbee","P_500_649_Tot","P"
"2004","Pyree","P_500_649_Tot","P"
"2005","Quambone","P_500_649_Tot","P"
"2006","Quialigo","P_500_649_Tot","P"
"2007","Quirindi","P_500_649_Tot","P"
"2008","Quorrobolong","P_500_649_Tot","P"
"2009","Raleigh","P_500_649_Tot","P"
"2010","Rand","P_500_649_Tot","P"
"2011","Rathmines","P_500_649_Tot","P"
"2012","Rawdon Island","P_500_649_Tot","P"
"2013","Raymond Terrace","P_500_649_Tot","P"
"2014","Red Head","P_500_649_Tot","P"
"2015","Red Rock","P_500_649_Tot","P"
"2016","Redbank (NSW)","P_500_649_Tot","P"
"2017","Redhead","P_500_649_Tot","P"
"2018","Reedy Creek (NSW)","P_500_649_Tot","P"
"2019","Repentance Creek","P_500_649_Tot","P"
"2020","Repton","P_500_649_Tot","P"
"2021","Reserve Creek","P_500_649_Tot","P"
"2022","Revesby","P_500_649_Tot","P"
"2023","Richmond (NSW)","P_500_649_Tot","P"
"2024","Rileys Hill","P_500_649_Tot","P"
"2025","Riverside (NSW)","P_500_649_Tot","P"
"2026","Rock Flat","P_500_649_Tot","P"
"2027","Rock Valley","P_500_649_Tot","P"
"2028","Rockdale","P_500_649_Tot","P"
"2029","Rockley","P_500_649_Tot","P"
"2030","Rocky Point (NSW)","P_500_649_Tot","P"
"2031","Rocky River (Uralla - NSW)","P_500_649_Tot","P"
"2032","Rooty Hill","P_500_649_Tot","P"
"2033","Rosebank","P_500_649_Tot","P"
"2034","Rosedale (NSW)","P_500_649_Tot","P"
"2035","Roselands","P_500_649_Tot","P"
"2036","Rosemeadow","P_500_649_Tot","P"
"2037","Rosewood (Port Macquarie-Hastings - NSW)","P_500_649_Tot","P"
"2038","Roslyn","P_500_649_Tot","P"
"2039","Rossmore (NSW)","P_500_649_Tot","P"
"2040","Rowena","P_500_649_Tot","P"
"2041","Running Stream","P_500_649_Tot","P"
"2042","Rushes Creek","P_500_649_Tot","P"
"2043","Rushforth","P_500_649_Tot","P"
"2044","Russell Vale","P_500_649_Tot","P"
"2045","Rutherford","P_500_649_Tot","P"
"2046","Ruthven","P_500_649_Tot","P"
"2047","Rydalmere","P_500_649_Tot","P"
"2048","Sackville North","P_500_649_Tot","P"
"2049","Salamander Bay","P_500_649_Tot","P"
"2050","Salt Ash","P_500_649_Tot","P"
"2051","San Remo (NSW)","P_500_649_Tot","P"
"2052","Sandigo","P_500_649_Tot","P"
"2053","Sandy Beach","P_500_649_Tot","P"
"2054","Sandy Flat","P_500_649_Tot","P"
"2055","Saumarez","P_500_649_Tot","P"
"2056","Savernake","P_500_649_Tot","P"
"2057","Sawtell","P_500_649_Tot","P"
"2058","Sawyers Gully","P_500_649_Tot","P"
"2059","Scotts Head","P_500_649_Tot","P"
"2060","Seelands","P_500_649_Tot","P"
"2061","Seven Hills (NSW)","P_500_649_Tot","P"
"2062","Seven Oaks","P_500_649_Tot","P"
"2063","Shanes Park","P_500_649_Tot","P"
"2064","Shannon Vale","P_500_649_Tot","P"
"2065","Shellharbour","P_500_649_Tot","P"
"2066","Shoal Bay (NSW)","P_500_649_Tot","P"
"2067","Shoalhaven Heads","P_500_649_Tot","P"
"2068","Silverwater (Lake Macquarie - NSW)","P_500_649_Tot","P"
"2069","Singleton (NSW)","P_500_649_Tot","P"
"2070","Skennars Head","P_500_649_Tot","P"
"2071","Skinners Shoot","P_500_649_Tot","P"
"2072","Sleepy Hollow","P_500_649_Tot","P"
"2073","Smiths Creek (Tweed - NSW)","P_500_649_Tot","P"
"2074","Smithtown","P_500_649_Tot","P"
"2075","Soldiers Point","P_500_649_Tot","P"
"2076","South Albury","P_500_649_Tot","P"
"2077","South Bathurst","P_500_649_Tot","P"
"2078","South Bowenfels","P_500_649_Tot","P"
"2079","South Golden Beach","P_500_649_Tot","P"
"2080","South Gundagai","P_500_649_Tot","P"
"2081","South Guyra","P_500_649_Tot","P"
"2082","South Hurstville","P_500_649_Tot","P"
"2083","South Littleton","P_500_649_Tot","P"
"2084","South Pambula","P_500_649_Tot","P"
"2085","South Tamworth","P_500_649_Tot","P"
"2086","South Wentworthville","P_500_649_Tot","P"
"2087","Southgate","P_500_649_Tot","P"
"2088","Speers Point","P_500_649_Tot","P"
"2089","Spring Grove","P_500_649_Tot","P"
"2090","Springdale Heights","P_500_649_Tot","P"
"2091","St Albans (NSW)","P_500_649_Tot","P"
"2092","St Marys (NSW)","P_500_649_Tot","P"
"2093","Stanbridge","P_500_649_Tot","P"
"2094","Stanford Merthyr","P_500_649_Tot","P"
"2095","Stockton (NSW)","P_500_649_Tot","P"
"2096","Stokers Siding","P_500_649_Tot","P"
"2097","Stony Creek (Bega Valley - NSW)","P_500_649_Tot","P"
"2098","Stroud Road","P_500_649_Tot","P"
"2099","Summer Island","P_500_649_Tot","P"
"2100","Summerland Point","P_500_649_Tot","P"
"2101","Sunny Corner","P_500_649_Tot","P"
"2102","Sunshine (NSW)","P_500_649_Tot","P"
"2103","Sunshine Bay","P_500_649_Tot","P"
"2104","Surf Beach (NSW)","P_500_649_Tot","P"
"2105","Surfside","P_500_649_Tot","P"
"2106","Swan Creek (NSW)","P_500_649_Tot","P"
"2107","Swansea Heads","P_500_649_Tot","P"
"2108","Tacoma","P_500_649_Tot","P"
"2109","Tahmoor","P_500_649_Tot","P"
"2110","Talarm","P_500_649_Tot","P"
"2111","Talbingo","P_500_649_Tot","P"
"2112","Tallong","P_500_649_Tot","P"
"2113","Tallwoods Village","P_500_649_Tot","P"
"2114","Tamworth","P_500_649_Tot","P"
"2115","Tanglewood","P_500_649_Tot","P"
"2116","Tanja","P_500_649_Tot","P"
"2117","Tantawangalo","P_500_649_Tot","P"
"2118","Taralga","P_500_649_Tot","P"
"2119","Tarbuck Bay","P_500_649_Tot","P"
"2120","Tarcutta","P_500_649_Tot","P"
"2121","Tarlo","P_500_649_Tot","P"
"2122","Tarro","P_500_649_Tot","P"
"2123","Telarah","P_500_649_Tot","P"
"2124","Telegraph Point","P_500_649_Tot","P"
"2125","Telopea","P_500_649_Tot","P"
"2126","Temora","P_500_649_Tot","P"
"2127","Tenambit","P_500_649_Tot","P"
"2128","Teralba","P_500_649_Tot","P"
"2129","Terara","P_500_649_Tot","P"
"2130","Terragon","P_500_649_Tot","P"
"2131","Terranora","P_500_649_Tot","P"
"2132","Teven","P_500_649_Tot","P"
"2133","The Angle","P_500_649_Tot","P"
"2134","The Entrance","P_500_649_Tot","P"
"2135","The Entrance North","P_500_649_Tot","P"
"2136","The Lagoon","P_500_649_Tot","P"
"2137","The Pocket","P_500_649_Tot","P"
"2138","The Rock","P_500_649_Tot","P"
"2139","The Whiteman","P_500_649_Tot","P"
"2140","Thora","P_500_649_Tot","P"
"2141","Tinonee","P_500_649_Tot","P"
"2142","Tintinhull","P_500_649_Tot","P"
"2143","Tolland","P_500_649_Tot","P"
"2144","Tomakin","P_500_649_Tot","P"
"2145","Tomerong","P_500_649_Tot","P"
"2146","Tongarra","P_500_649_Tot","P"
"2147","Tooleybuc","P_500_649_Tot","P"
"2148","Toolijooa","P_500_649_Tot","P"
"2149","Tooraweenah","P_500_649_Tot","P"
"2150","Toothdale","P_500_649_Tot","P"
"2151","Toowoon Bay","P_500_649_Tot","P"
"2152","Towradgi","P_500_649_Tot","P"
"2153","Trangie","P_500_649_Tot","P"
"2154","Trenayr","P_500_649_Tot","P"
"2155","Trundle","P_500_649_Tot","P"
"2156","Trungley Hall","P_500_649_Tot","P"
"2157","Trunkey Creek","P_500_649_Tot","P"
"2158","Tuckombil","P_500_649_Tot","P"
"2159","Tuggerah","P_500_649_Tot","P"
"2160","Tuggerawong","P_500_649_Tot","P"
"2161","Tullibigeal","P_500_649_Tot","P"
"2162","Tullymorgan","P_500_649_Tot","P"
"2163","Tumbarumba","P_500_649_Tot","P"
"2164","Tumbi Umbi","P_500_649_Tot","P"
"2165","Tumblong","P_500_649_Tot","P"
"2166","Tumbulgum","P_500_649_Tot","P"
"2167","Tumut","P_500_649_Tot","P"
"2168","Tura Beach","P_500_649_Tot","P"
"2169","Turill","P_500_649_Tot","P"
"2170","Turlinjah","P_500_649_Tot","P"
"2171","Turners Flat","P_500_649_Tot","P"
"2172","Turondale","P_500_649_Tot","P"
"2173","Turrella","P_500_649_Tot","P"
"2174","Tweed Heads","P_500_649_Tot","P"
"2175","Two Mile Flat","P_500_649_Tot","P"
"2176","Tyagarah","P_500_649_Tot","P"
"2177","Tyalgum Creek","P_500_649_Tot","P"
"2178","Tygalgah","P_500_649_Tot","P"
"2179","Uki","P_500_649_Tot","P"
"2180","Umina Beach","P_500_649_Tot","P"
"2181","Ungarie","P_500_649_Tot","P"
"2182","Upper Burringbar","P_500_649_Tot","P"
"2183","Upper Kangaroo River","P_500_649_Tot","P"
"2184","Upper Orara","P_500_649_Tot","P"
"2185","Upper Rouchel","P_500_649_Tot","P"
"2186","Uralla (NSW)","P_500_649_Tot","P"
"2187","Urana","P_500_649_Tot","P"
"2188","Urunga","P_500_649_Tot","P"
"2189","Valery","P_500_649_Tot","P"
"2190","Valla","P_500_649_Tot","P"
"2191","Varroville","P_500_649_Tot","P"
"2192","Verges Creek","P_500_649_Tot","P"
"2193","Verona","P_500_649_Tot","P"
"2194","Vineyard","P_500_649_Tot","P"
"2195","Walbundrie","P_500_649_Tot","P"
"2196","Walcha","P_500_649_Tot","P"
"2197","Walgett","P_500_649_Tot","P"
"2198","Wallagoot","P_500_649_Tot","P"
"2199","Wallarah","P_500_649_Tot","P"
"2200","Wallerawang","P_500_649_Tot","P"
"2201","Wallsend","P_500_649_Tot","P"
"2202","Wanaaring","P_500_649_Tot","P"
"2203","Wandandian","P_500_649_Tot","P"
"2204","Wangi Wangi","P_500_649_Tot","P"
"2205","Warabrook","P_500_649_Tot","P"
"2206","Waratah (NSW)","P_500_649_Tot","P"
"2207","Warners Bay","P_500_649_Tot","P"
"2208","Warnervale","P_500_649_Tot","P"
"2209","Warraderry","P_500_649_Tot","P"
"2210","Warragoon","P_500_649_Tot","P"
"2211","Warrell Creek","P_500_649_Tot","P"
"2212","Warren","P_500_649_Tot","P"
"2213","Watanobbi","P_500_649_Tot","P"
"2214","Waterview","P_500_649_Tot","P"
"2215","Wattamondara","P_500_649_Tot","P"
"2216","Way Way","P_500_649_Tot","P"
"2217","Wee Jasper","P_500_649_Tot","P"
"2218","Wee Waa","P_500_649_Tot","P"
"2219","Weemelah","P_500_649_Tot","P"
"2220","Weethalle","P_500_649_Tot","P"
"2221","Welby","P_500_649_Tot","P"
"2222","Wellingrove","P_500_649_Tot","P"
"2223","Wentworth Falls","P_500_649_Tot","P"
"2224","Werrington","P_500_649_Tot","P"
"2225","West Bathurst","P_500_649_Tot","P"
"2226","West Gosford","P_500_649_Tot","P"
"2227","West Nowra","P_500_649_Tot","P"
"2228","West Tamworth","P_500_649_Tot","P"
"2229","West Wallsend","P_500_649_Tot","P"
"2230","West Wollongong","P_500_649_Tot","P"
"2231","West Wyalong","P_500_649_Tot","P"
"2232","Westbrook (NSW)","P_500_649_Tot","P"
"2233","Whian Whian","P_500_649_Tot","P"
"2234","Whittingham","P_500_649_Tot","P"
"2235","Wiangaree","P_500_649_Tot","P"
"2236","Willbriggie","P_500_649_Tot","P"
"2237","Williamtown","P_500_649_Tot","P"
"2238","Willow Vale (Wingecarribee - NSW)","P_500_649_Tot","P"
"2239","Windermere Park","P_500_649_Tot","P"
"2240","Windsor (NSW)","P_500_649_Tot","P"
"2241","Wingello","P_500_649_Tot","P"
"2242","Wisemans Creek","P_500_649_Tot","P"
"2243","Wisemans Ferry","P_500_649_Tot","P"
"2244","Wollombi","P_500_649_Tot","P"
"2245","Wollongbar","P_500_649_Tot","P"
"2246","Wollongong","P_500_649_Tot","P"
"2247","Wolumla","P_500_649_Tot","P"
"2248","Wombat","P_500_649_Tot","P"
"2249","Woodbine (NSW)","P_500_649_Tot","P"
"2250","Woodford Island","P_500_649_Tot","P"
"2251","Woodpark","P_500_649_Tot","P"
"2252","Woodrising","P_500_649_Tot","P"
"2253","Woodstock (Shoalhaven - NSW)","P_500_649_Tot","P"
"2254","Woodview","P_500_649_Tot","P"
"2255","Woollamia","P_500_649_Tot","P"
"2256","Woomargama","P_500_649_Tot","P"
"2257","Worrigee","P_500_649_Tot","P"
"2258","Wuuluman","P_500_649_Tot","P"
"2259","Wyalong","P_500_649_Tot","P"
"2260","Wybong","P_500_649_Tot","P"
"2261","Wyee Point","P_500_649_Tot","P"
"2262","Wyoming","P_500_649_Tot","P"
"2263","Wyongah","P_500_649_Tot","P"
"2264","Wyrallah","P_500_649_Tot","P"
"2265","Yarrawonga Park","P_500_649_Tot","P"
"2266","Yarrowyck","P_500_649_Tot","P"
"2267","Yatte Yattah","P_500_649_Tot","P"
"2268","Yenda (NSW)","P_500_649_Tot","P"
"2269","Yerrinbool","P_500_649_Tot","P"
"2270","Yippin Creek","P_500_649_Tot","P"
"2271","Yorklea","P_500_649_Tot","P"
"2272","Young","P_500_649_Tot","P"
"2273","Migratory - Offshore - Shipping (NSW)","P_500_649_Tot","P"
"2274","Abernethy","P_400_499_Tot","P"
"2275","Aldavilla","P_400_499_Tot","P"
"2276","Allgomera","P_400_499_Tot","P"
"2277","Anna Bay","P_400_499_Tot","P"
"2278","Apsley (NSW)","P_400_499_Tot","P"
"2279","Araluen (NSW)","P_400_499_Tot","P"
"2280","Ardlethan","P_400_499_Tot","P"
"2281","Argenton","P_400_499_Tot","P"
"2282","Argents Hill","P_400_499_Tot","P"
"2283","Arrawarra","P_400_499_Tot","P"
"2284","Ashby (NSW)","P_400_499_Tot","P"
"2285","Ashby Heights","P_400_499_Tot","P"
"2286","Ashcroft","P_400_499_Tot","P"
"2287","Ashford (NSW)","P_400_499_Tot","P"
"2288","Auburn (NSW)","P_400_499_Tot","P"
"2289","Balala","P_400_499_Tot","P"
"2290","Balladoran","P_400_499_Tot","P"
"2291","Bankstown","P_400_499_Tot","P"
"2292","Baradine","P_400_499_Tot","P"
"2293","Barham","P_400_499_Tot","P"
"2294","Barkers Vale","P_400_499_Tot","P"
"2295","Barmedman","P_400_499_Tot","P"
"2296","Barraba","P_400_499_Tot","P"
"2297","Baryulgil","P_400_499_Tot","P"
"2298","Bass Hill","P_400_499_Tot","P"
"2299","Batehaven","P_400_499_Tot","P"
"2300","Batemans Bay","P_400_499_Tot","P"
"2301","Beechwood","P_400_499_Tot","P"
"2302","Belbora","P_400_499_Tot","P"
"2303","Bellambi","P_400_499_Tot","P"
"2304","Bellbrook","P_400_499_Tot","P"
"2305","Bemboka","P_400_499_Tot","P"
"2306","Benandarah","P_400_499_Tot","P"
"2307","Bendemeer","P_400_499_Tot","P"
"2308","Bentley (NSW)","P_400_499_Tot","P"
"2309","Berala","P_400_499_Tot","P"
"2310","Berkeley","P_400_499_Tot","P"
"2311","Bermagui","P_400_499_Tot","P"
"2312","Berrara","P_400_499_Tot","P"
"2313","Beryl","P_400_499_Tot","P"
"2314","Bethungra","P_400_499_Tot","P"
"2315","Bidwill (NSW)","P_400_499_Tot","P"
"2316","Bigga","P_400_499_Tot","P"
"2317","Binda","P_400_499_Tot","P"
"2318","Bingara","P_400_499_Tot","P"
"2319","Bingie","P_400_499_Tot","P"
"2320","Binna Burra (NSW)","P_400_499_Tot","P"
"2321","Birmingham Gardens","P_400_499_Tot","P"
"2322","Birrong","P_400_499_Tot","P"
"2323","Blackett","P_400_499_Tot","P"
"2324","Blaxlands Creek","P_400_499_Tot","P"
"2325","Blue Knob","P_400_499_Tot","P"
"2326","Bobs Creek","P_400_499_Tot","P"
"2327","Bocoble","P_400_499_Tot","P"
"2328","Bodalla","P_400_499_Tot","P"
"2329","Bonalbo","P_400_499_Tot","P"
"2330","Bonnyrigg","P_400_499_Tot","P"
"2331","Bonshaw (NSW)","P_400_499_Tot","P"
"2332","Booerie Creek","P_400_499_Tot","P"
"2333","Boolambayte","P_400_499_Tot","P"
"2334","Boomanoomana","P_400_499_Tot","P"
"2335","Boorolong","P_400_499_Tot","P"
"2336","Bootawa","P_400_499_Tot","P"
"2337","Bossley Park","P_400_499_Tot","P"
"2338","Bostobrick","P_400_499_Tot","P"
"2339","Bowenfels","P_400_499_Tot","P"
"2340","Bowraville","P_400_499_Tot","P"
"2341","Boydtown","P_400_499_Tot","P"
"2342","Bray Park (NSW)","P_400_499_Tot","P"
"2343","Brewarrina","P_400_499_Tot","P"
"2344","Broadwater (Richmond Valley - NSW)","P_400_499_Tot","P"
"2345","Brogo","P_400_499_Tot","P"
"2346","Brookfield (NSW)","P_400_499_Tot","P"
"2347","Brooms Head","P_400_499_Tot","P"
"2348","Brushgrove","P_400_499_Tot","P"
"2349","Bucca Wauka","P_400_499_Tot","P"
"2350","Budgong","P_400_499_Tot","P"
"2351","Bugaldie","P_400_499_Tot","P"
"2352","Bulahdelah","P_400_499_Tot","P"
"2353","Bumbaldry","P_400_499_Tot","P"
"2354","Bundabah","P_400_499_Tot","P"
"2355","Bundarra","P_400_499_Tot","P"
"2356","Bungarby","P_400_499_Tot","P"
"2357","Bungawalbin","P_400_499_Tot","P"
"2358","Bunnan","P_400_499_Tot","P"
"2359","Bunyah","P_400_499_Tot","P"
"2360","Burnt Bridge","P_400_499_Tot","P"
"2361","Burraga","P_400_499_Tot","P"
"2362","Burrell Creek","P_400_499_Tot","P"
"2363","Burrill Lake","P_400_499_Tot","P"
"2364","Burroway","P_400_499_Tot","P"
"2365","Burwood (NSW)","P_400_499_Tot","P"
"2366","Busby","P_400_499_Tot","P"
"2367","Cabarita Beach","P_400_499_Tot","P"
"2368","Cabramatta West","P_400_499_Tot","P"
"2369","Callala Bay","P_400_499_Tot","P"
"2370","Callala Beach","P_400_499_Tot","P"
"2371","Campsie","P_400_499_Tot","P"
"2372","Canley Heights","P_400_499_Tot","P"
"2373","Canton Beach","P_400_499_Tot","P"
"2374","Capertee","P_400_499_Tot","P"
"2375","Carcoar","P_400_499_Tot","P"
"2376","Caroona","P_400_499_Tot","P"
"2377","Carramar (NSW)","P_400_499_Tot","P"
"2378","Carrs Creek","P_400_499_Tot","P"
"2379","Cartwright","P_400_499_Tot","P"
"2380","Casino","P_400_499_Tot","P"
"2381","Cathcart (NSW)","P_400_499_Tot","P"
"2382","Cawongla","P_400_499_Tot","P"
"2383","Cessnock","P_400_499_Tot","P"
"2384","Chain Valley Bay","P_400_499_Tot","P"
"2385","Charlotte Bay","P_400_499_Tot","P"
"2386","Chester Hill","P_400_499_Tot","P"
"2387","Chillingham","P_400_499_Tot","P"
"2388","Chinderah","P_400_499_Tot","P"
"2389","Clandulla","P_400_499_Tot","P"
"2390","Cobargo","P_400_499_Tot","P"
"2391","Coffee Camp","P_400_499_Tot","P"
"2392","Collarenebri","P_400_499_Tot","P"
"2393","Collombatti","P_400_499_Tot","P"
"2394","Comboyne","P_400_499_Tot","P"
"2395","Condell Park","P_400_499_Tot","P"
"2396","Coniston","P_400_499_Tot","P"
"2397","Conjola Park","P_400_499_Tot","P"
"2398","Cookamidgera","P_400_499_Tot","P"
"2399","Coolah","P_400_499_Tot","P"
"2400","Coolongolook","P_400_499_Tot","P"
"2401","Coomba Bay","P_400_499_Tot","P"
"2402","Coomba Park","P_400_499_Tot","P"
"2403","Coomealla","P_400_499_Tot","P"
"2404","Coonabarabran","P_400_499_Tot","P"
"2405","Coopernook","P_400_499_Tot","P"
"2406","Copmanhurst","P_400_499_Tot","P"
"2407","Coraki","P_400_499_Tot","P"
"2408","Corney Town","P_400_499_Tot","P"
"2409","Corunna","P_400_499_Tot","P"
"2410","Coutts Crossing","P_400_499_Tot","P"
"2411","Cowper","P_400_499_Tot","P"
"2412","Craven","P_400_499_Tot","P"
"2413","Cringila","P_400_499_Tot","P"
