"","SSC_NAME_2016","median_income_bin","gender"
"1343","Nundubbermere","P_500_649_Tot","P"
"1344","Oak Valley","P_500_649_Tot","P"
"1345","Oakey","P_500_649_Tot","P"
"1346","Ogmore","P_500_649_Tot","P"
"1347","One Mile (Qld)","P_500_649_Tot","P"
"1348","Pacific Paradise","P_500_649_Tot","P"
"1349","Paddys Green","P_500_649_Tot","P"
"1350","Paget","P_500_649_Tot","P"
"1351","Pallara","P_500_649_Tot","P"
"1352","Palmtree","P_500_649_Tot","P"
"1353","Palmwoods (Qld)","P_500_649_Tot","P"
"1354","Park Avenue","P_500_649_Tot","P"
"1355","Park Ridge South","P_500_649_Tot","P"
"1356","Parklands (Qld)","P_500_649_Tot","P"
"1357","Parkwood (Qld)","P_500_649_Tot","P"
"1358","Parramatta Park","P_500_649_Tot","P"
"1359","Peachester","P_500_649_Tot","P"
"1360","Peacock Siding","P_500_649_Tot","P"
"1361","Peeramon","P_500_649_Tot","P"
"1362","Pelican Waters","P_500_649_Tot","P"
"1363","Perwillowen","P_500_649_Tot","P"
"1364","Picnic Bay","P_500_649_Tot","P"
"1365","Pie Creek","P_500_649_Tot","P"
"1366","Pilton","P_500_649_Tot","P"
"1367","Pimlico (Qld)","P_500_649_Tot","P"
"1368","Pin Gin Hill","P_500_649_Tot","P"
"1369","Pinbarren","P_500_649_Tot","P"
"1370","Pink Lily","P_500_649_Tot","P"
"1371","Pittsworth","P_500_649_Tot","P"
"1372","Plainland","P_500_649_Tot","P"
"1373","Pomona (Qld)","P_500_649_Tot","P"
"1374","Port Curtis","P_500_649_Tot","P"
"1375","Portsmith","P_500_649_Tot","P"
"1376","Postmans Ridge","P_500_649_Tot","P"
"1377","Prenzlau","P_500_649_Tot","P"
"1378","Proserpine","P_500_649_Tot","P"
"1379","Purga","P_500_649_Tot","P"
"1380","Queenton","P_500_649_Tot","P"
"1381","Quinalow","P_500_649_Tot","P"
"1382","Qunaba","P_500_649_Tot","P"
"1383","Raceview","P_500_649_Tot","P"
"1384","Rasmussen","P_500_649_Tot","P"
"1385","Ravensbourne","P_500_649_Tot","P"
"1386","Ravenswood (Qld)","P_500_649_Tot","P"
"1387","Redbank (Qld)","P_500_649_Tot","P"
"1388","Redbank Plains","P_500_649_Tot","P"
"1389","Redcliffe (Qld)","P_500_649_Tot","P"
"1390","Reesville","P_500_649_Tot","P"
"1391","Regency Downs","P_500_649_Tot","P"
"1392","Richlands (Qld)","P_500_649_Tot","P"
"1393","Ridgelands","P_500_649_Tot","P"
"1394","Roadvale","P_500_649_Tot","P"
"1395","Robina","P_500_649_Tot","P"
"1396","Rockhampton City","P_500_649_Tot","P"
"1397","Rocklea (Qld)","P_500_649_Tot","P"
"1398","Rockville","P_500_649_Tot","P"
"1399","Rodds Bay","P_500_649_Tot","P"
"1400","Rollingstone","P_500_649_Tot","P"
"1401","Ropeley","P_500_649_Tot","P"
"1402","Rosehill (Qld)","P_500_649_Tot","P"
"1403","Rosemount","P_500_649_Tot","P"
"1404","Rosenthal Heights","P_500_649_Tot","P"
"1405","Rosewood (Qld)","P_500_649_Tot","P"
"1406","Rossmoya","P_500_649_Tot","P"
"1407","Rothwell","P_500_649_Tot","P"
"1408","Rowes Bay","P_500_649_Tot","P"
"1409","Royston","P_500_649_Tot","P"
"1410","Runcorn","P_500_649_Tot","P"
"1411","Sadliers Crossing","P_500_649_Tot","P"
"1412","Sandgate (Qld)","P_500_649_Tot","P"
"1413","Sandy Camp","P_500_649_Tot","P"
"1414","Sandy Creek (Qld)","P_500_649_Tot","P"
"1415","Sandy Ridges","P_500_649_Tot","P"
"1416","Sarina","P_500_649_Tot","P"
"1417","Scarborough (Qld)","P_500_649_Tot","P"
"1418","Scottville","P_500_649_Tot","P"
"1419","Seisia","P_500_649_Tot","P"
"1420","Septimus","P_500_649_Tot","P"
"1421","Seventeen Seventy","P_500_649_Tot","P"
"1422","Severnlea","P_500_649_Tot","P"
"1423","Silkstone","P_500_649_Tot","P"
"1424","Silver Spur","P_500_649_Tot","P"
"1425","Silverdale (Qld)","P_500_649_Tot","P"
"1426","Sippy Downs","P_500_649_Tot","P"
"1427","Slacks Creek","P_500_649_Tot","P"
"1428","Slade Point","P_500_649_Tot","P"
"1429","Sladevale","P_500_649_Tot","P"
"1430","South Innisfail","P_500_649_Tot","P"
"1431","South Johnstone","P_500_649_Tot","P"
"1432","South Mackay","P_500_649_Tot","P"
"1433","South Mission Beach","P_500_649_Tot","P"
"1434","South Talwood","P_500_649_Tot","P"
"1435","South Toowoomba","P_500_649_Tot","P"
"1436","South Yaamba","P_500_649_Tot","P"
"1437","Southbrook","P_500_649_Tot","P"
"1438","Southern Cross (Qld)","P_500_649_Tot","P"
"1439","Southport (Qld)","P_500_649_Tot","P"
"1440","Southside","P_500_649_Tot","P"
"1441","Speewah","P_500_649_Tot","P"
"1442","Springbrook","P_500_649_Tot","P"
"1443","St Helens Beach","P_500_649_Tot","P"
"1444","Stanmore (Qld)","P_500_649_Tot","P"
"1445","Stanwell","P_500_649_Tot","P"
"1446","Stapylton","P_500_649_Tot","P"
"1447","Steiglitz (Qld)","P_500_649_Tot","P"
"1448","Stockleigh","P_500_649_Tot","P"
"1449","Stoneleigh (Qld)","P_500_649_Tot","P"
"1450","Stony Creek (Qld)","P_500_649_Tot","P"
"1451","Storm King","P_500_649_Tot","P"
"1452","Strathpine","P_500_649_Tot","P"
"1453","Stretton","P_500_649_Tot","P"
"1454","Stuart (Qld)","P_500_649_Tot","P"
"1455","Summerholm","P_500_649_Tot","P"
"1456","Sunnybank Hills","P_500_649_Tot","P"
"1457","Sunshine Acres","P_500_649_Tot","P"
"1458","Surat","P_500_649_Tot","P"
"1459","Surfers Paradise","P_500_649_Tot","P"
"1460","Swan Creek (Qld)","P_500_649_Tot","P"
"1461","Taabinga","P_500_649_Tot","P"
"1462","Tablelands (South Burnett - Qld)","P_500_649_Tot","P"
"1463","Takura","P_500_649_Tot","P"
"1464","Talgai","P_500_649_Tot","P"
"1465","Tambo","P_500_649_Tot","P"
"1466","Tamborine Mountain","P_500_649_Tot","P"
"1467","Tamrookum","P_500_649_Tot","P"
"1468","Tandur","P_500_649_Tot","P"
"1469","Tannymorel","P_500_649_Tot","P"
"1470","Tarampa","P_500_649_Tot","P"
"1471","Taranganba","P_500_649_Tot","P"
"1472","Tarome","P_500_649_Tot","P"
"1473","Taroom","P_500_649_Tot","P"
"1474","Tarzali","P_500_649_Tot","P"
"1475","Taylors Beach (Qld)","P_500_649_Tot","P"
"1476","Te Kowai","P_500_649_Tot","P"
"1477","Teddington","P_500_649_Tot","P"
"1478","Templin","P_500_649_Tot","P"
"1479","Teviotville","P_500_649_Tot","P"
"1480","Tewantin","P_500_649_Tot","P"
"1481","Theodore (Qld)","P_500_649_Tot","P"
"1482","Thorndale","P_500_649_Tot","P"
"1483","Thornton (Qld)","P_500_649_Tot","P"
"1484","Three Moon","P_500_649_Tot","P"
"1485","Tinana","P_500_649_Tot","P"
"1486","Tinana South","P_500_649_Tot","P"
"1487","Tinaroo","P_500_649_Tot","P"
"1488","Tinbeerwah","P_500_649_Tot","P"
"1489","Tingun","P_500_649_Tot","P"
"1490","Tivoli","P_500_649_Tot","P"
"1491","Tolga","P_500_649_Tot","P"
"1492","Toobanna","P_500_649_Tot","P"
"1493","Toolakea","P_500_649_Tot","P"
"1494","Toolooa","P_500_649_Tot","P"
"1495","Toorbul","P_500_649_Tot","P"
"1496","Toowoomba City","P_500_649_Tot","P"
"1497","Topaz","P_500_649_Tot","P"
"1498","Towen Mountain","P_500_649_Tot","P"
"1499","Towers Hill","P_500_649_Tot","P"
"1500","Traveston","P_500_649_Tot","P"
"1501","Trebonne","P_500_649_Tot","P"
"1502","Tuchekoi","P_500_649_Tot","P"
"1503","Tully","P_500_649_Tot","P"
"1504","Tully Heads","P_500_649_Tot","P"
"1505","Tumoulin","P_500_649_Tot","P"
"1506","Twin Waters","P_500_649_Tot","P"
"1507","Umbiram","P_500_649_Tot","P"
"1508","Upper Barron","P_500_649_Tot","P"
"1509","Upper Caboolture","P_500_649_Tot","P"
"1510","Upper Freestone","P_500_649_Tot","P"
"1511","Upper Haughton","P_500_649_Tot","P"
"1512","Upper Lockyer","P_500_649_Tot","P"
"1513","Upper Mount Gravatt","P_500_649_Tot","P"
"1514","Utchee Creek","P_500_649_Tot","P"
"1515","Valdora","P_500_649_Tot","P"
"1516","Veresdale Scrub","P_500_649_Tot","P"
"1517","Vernor","P_500_649_Tot","P"
"1518","Verrierdale","P_500_649_Tot","P"
"1519","Veteran","P_500_649_Tot","P"
"1520","Victoria Point (Qld)","P_500_649_Tot","P"
"1521","Victory Heights (Qld)","P_500_649_Tot","P"
"1522","Vincent","P_500_649_Tot","P"
"1523","Wacol","P_500_649_Tot","P"
"1524","Walkamin","P_500_649_Tot","P"
"1525","Walligan","P_500_649_Tot","P"
"1526","Wallumbilla","P_500_649_Tot","P"
"1527","Wallumbilla North","P_500_649_Tot","P"
"1528","Wandal","P_500_649_Tot","P"
"1529","Wangan","P_500_649_Tot","P"
"1530","Wanora","P_500_649_Tot","P"
"1531","Warana","P_500_649_Tot","P"
"1532","Warrill View","P_500_649_Tot","P"
"1533","Warwick (Qld)","P_500_649_Tot","P"
"1534","Waterford West","P_500_649_Tot","P"
"1535","Welcome Creek","P_500_649_Tot","P"
"1536","Wellcamp","P_500_649_Tot","P"
"1537","West Gladstone","P_500_649_Tot","P"
"1538","West Ipswich","P_500_649_Tot","P"
"1539","West Rockhampton","P_500_649_Tot","P"
"1540","West Woombye","P_500_649_Tot","P"
"1541","Westcourt","P_500_649_Tot","P"
"1542","Westwood (Qld)","P_500_649_Tot","P"
"1543","Weyba Downs","P_500_649_Tot","P"
"1544","White Patch","P_500_649_Tot","P"
"1545","White Rock (Cairns - Qld)","P_500_649_Tot","P"
"1546","Willawong","P_500_649_Tot","P"
"1547","Willowbank","P_500_649_Tot","P"
"1548","Willowvale (Qld)","P_500_649_Tot","P"
"1549","Wilsonton","P_500_649_Tot","P"
"1550","Wilsonton Heights","P_500_649_Tot","P"
"1551","Windermere (Qld)","P_500_649_Tot","P"
"1552","Winwill","P_500_649_Tot","P"
"1553","Winya","P_500_649_Tot","P"
"1554","Wivenhoe Pocket","P_500_649_Tot","P"
"1555","Wolfang","P_500_649_Tot","P"
"1556","Wolffdene","P_500_649_Tot","P"
"1557","Womina","P_500_649_Tot","P"
"1558","Wonga Beach","P_500_649_Tot","P"
"1559","Wongabel","P_500_649_Tot","P"
"1560","Wongaling Beach","P_500_649_Tot","P"
"1561","Woodbury (Qld)","P_500_649_Tot","P"
"1562","Woodend (Qld)","P_500_649_Tot","P"
"1563","Wooderson","P_500_649_Tot","P"
"1564","Woodford (Qld)","P_500_649_Tot","P"
"1565","Woodstock (Qld)","P_500_649_Tot","P"
"1566","Woombye","P_500_649_Tot","P"
"1567","Woongarra","P_500_649_Tot","P"
"1568","Woongoolba","P_500_649_Tot","P"
"1569","Wooroolin","P_500_649_Tot","P"
"1570","Wootha","P_500_649_Tot","P"
"1571","Woree","P_500_649_Tot","P"
"1572","Wulguru","P_500_649_Tot","P"
"1573","Wurtulla","P_500_649_Tot","P"
"1574","Wyaga","P_500_649_Tot","P"
"1575","Yandina","P_500_649_Tot","P"
"1576","Yangan","P_500_649_Tot","P"
"1577","Yengarie","P_500_649_Tot","P"
"1578","Yeppoon","P_500_649_Tot","P"
"1579","Yerra","P_500_649_Tot","P"
"1580","Yuleba","P_500_649_Tot","P"
"1581","Yungaburra","P_500_649_Tot","P"
"1582","Zilzie","P_500_649_Tot","P"
"1583","Migratory - Offshore - Shipping (Qld)","P_500_649_Tot","P"
"1584","Acacia Ridge","P_400_499_Tot","P"
"1585","Adavale","P_400_499_Tot","P"
"1586","Agnes Water","P_400_499_Tot","P"
"1587","Aldershot","P_400_499_Tot","P"
"1588","Allan","P_400_499_Tot","P"
"1589","Allora","P_400_499_Tot","P"
"1590","Amamoor","P_400_499_Tot","P"
"1591","Ambrose","P_400_499_Tot","P"
"1592","Amby","P_400_499_Tot","P"
"1593","Amiens","P_400_499_Tot","P"
"1594","Anderleigh","P_400_499_Tot","P"
"1595","Anthony","P_400_499_Tot","P"
"1596","Antigua","P_400_499_Tot","P"
"1597","Apple Tree Creek","P_400_499_Tot","P"
"1598","Applethorpe","P_400_499_Tot","P"
"1599","Arcadia (Qld)","P_400_499_Tot","P"
"1600","Atkinsons Dam","P_400_499_Tot","P"
"1601","Augathella","P_400_499_Tot","P"
"1602","Avenell Heights","P_400_499_Tot","P"
"1603","Avondale (Qld)","P_400_499_Tot","P"
"1604","Baffle Creek","P_400_499_Tot","P"
"1605","Balgal Beach","P_400_499_Tot","P"
"1606","Bancroft","P_400_499_Tot","P"
"1607","Bapaume","P_400_499_Tot","P"
"1608","Baree","P_400_499_Tot","P"
"1609","Barney Point","P_400_499_Tot","P"
"1610","Bartle Frere","P_400_499_Tot","P"
"1611","Bauple","P_400_499_Tot","P"
"1612","Beatrice","P_400_499_Tot","P"
"1613","Beaudesert","P_400_499_Tot","P"
"1614","Bellara","P_400_499_Tot","P"
"1615","Bells Creek","P_400_499_Tot","P"
"1616","Bellthorpe","P_400_499_Tot","P"
"1617","Benair","P_400_499_Tot","P"
"1618","Benarkin North","P_400_499_Tot","P"
"1619","Benholme","P_400_499_Tot","P"
"1620","Berajondo","P_400_499_Tot","P"
"1621","Biarra","P_400_499_Tot","P"
"1622","Biggenden","P_400_499_Tot","P"
"1623","Black Jack","P_400_499_Tot","P"
"1624","Blackbutt (Qld)","P_400_499_Tot","P"
"1625","Blackbutt North","P_400_499_Tot","P"
"1626","Blacksoil","P_400_499_Tot","P"
"1627","Bloomfield","P_400_499_Tot","P"
"1628","Bloomsbury","P_400_499_Tot","P"
"1629","Bollier","P_400_499_Tot","P"
"1630","Bongaree","P_400_499_Tot","P"
"1631","Boompa","P_400_499_Tot","P"
"1632","Boonah (Qld)","P_400_499_Tot","P"
"1633","Boondooma","P_400_499_Tot","P"
"1634","Boonooroo","P_400_499_Tot","P"
"1635","Booral (Qld)","P_400_499_Tot","P"
"1636","Booubyjan","P_400_499_Tot","P"
"1637","Booyal","P_400_499_Tot","P"
"1638","Boreen Point","P_400_499_Tot","P"
"1639","Bororen","P_400_499_Tot","P"
"1640","Boyne Valley","P_400_499_Tot","P"
"1641","Bracewell","P_400_499_Tot","P"
"1642","Bramston Beach","P_400_499_Tot","P"
"1643","Brooklands","P_400_499_Tot","P"
"1644","Brooloo","P_400_499_Tot","P"
"1645","Broxburn","P_400_499_Tot","P"
"1646","Brymaroo","P_400_499_Tot","P"
"1647","Buaraba","P_400_499_Tot","P"
"1648","Bucca (Qld)","P_400_499_Tot","P"
"1649","Bunburra","P_400_499_Tot","P"
"1650","Bundaberg North","P_400_499_Tot","P"
"1651","Bundaberg South","P_400_499_Tot","P"
"1652","Bundaberg West","P_400_499_Tot","P"
"1653","Bungadoo","P_400_499_Tot","P"
"1654","Burnett Heads","P_400_499_Tot","P"
"1655","Burrum Heads","P_400_499_Tot","P"
"1656","Butchers Creek","P_400_499_Tot","P"
"1657","Byfield","P_400_499_Tot","P"
"1658","Caboolture South","P_400_499_Tot","P"
"1659","Caloundra","P_400_499_Tot","P"
"1660","Cambroon","P_400_499_Tot","P"
"1661","Canina","P_400_499_Tot","P"
"1662","Canoona","P_400_499_Tot","P"
"1663","Captain Creek","P_400_499_Tot","P"
"1664","Captains Mountain","P_400_499_Tot","P"
"1665","Cardwell","P_400_499_Tot","P"
"1666","Carmoo","P_400_499_Tot","P"
"1667","Causeway Lake","P_400_499_Tot","P"
"1668","Cedar Pocket","P_400_499_Tot","P"
"1669","Charlwood","P_400_499_Tot","P"
"1670","Charters Towers City","P_400_499_Tot","P"
"1671","Chatsworth (Qld)","P_400_499_Tot","P"
"1672","Chewko","P_400_499_Tot","P"
"1673","Childers (Qld)","P_400_499_Tot","P"
"1674","Chillagoe","P_400_499_Tot","P"
"1675","Churchable","P_400_499_Tot","P"
"1676","Clifton (Qld)","P_400_499_Tot","P"
"1677","Cloyna","P_400_499_Tot","P"
"1678","Clumber","P_400_499_Tot","P"
"1679","Coalstoun Lakes","P_400_499_Tot","P"
"1680","Cobraball","P_400_499_Tot","P"
"1681","Coen","P_400_499_Tot","P"
"1682","Colosseum","P_400_499_Tot","P"
"1683","Conondale","P_400_499_Tot","P"
"1684","Conway Beach","P_400_499_Tot","P"
"1685","Coochiemudlo Island","P_400_499_Tot","P"
"1686","Coochin","P_400_499_Tot","P"
"1687","Coolabine","P_400_499_Tot","P"
"1688","Coolmunda","P_400_499_Tot","P"
"1689","Cooloola Cove","P_400_499_Tot","P"
"1690","Coominya","P_400_499_Tot","P"
"1691","Coonarr","P_400_499_Tot","P"
"1692","Cooranga","P_400_499_Tot","P"
"1693","Coowonga","P_400_499_Tot","P"
"1694","Coquette Point","P_400_499_Tot","P"
"1695","Cordalba","P_400_499_Tot","P"
"1696","Cordelia","P_400_499_Tot","P"
"1697","Cottonvale (Qld)","P_400_499_Tot","P"
"1698","Cow Bay","P_400_499_Tot","P"
"1699","Cressbrook","P_400_499_Tot","P"
"1700","Crohamhurst","P_400_499_Tot","P"
"1701","Crows Nest (Qld)","P_400_499_Tot","P"
"1702","Croydon (Qld)","P_400_499_Tot","P"
"1703","Cryna","P_400_499_Tot","P"
"1704","Cungulla","P_400_499_Tot","P"
"1705","Curra","P_400_499_Tot","P"
"1706","Curramore (Qld)","P_400_499_Tot","P"
"1707","Daintree","P_400_499_Tot","P"
"1708","Dallarnil","P_400_499_Tot","P"
"1709","Dalveen","P_400_499_Tot","P"
"1710","Dalysford","P_400_499_Tot","P"
"1711","Damascus","P_400_499_Tot","P"
"1712","Deeral","P_400_499_Tot","P"
"1713","Degarra","P_400_499_Tot","P"
"1714","Degilbo","P_400_499_Tot","P"
"1715","Depot Hill","P_400_499_Tot","P"
"1716","Derrymore","P_400_499_Tot","P"
"1717","Dimbulah","P_400_499_Tot","P"
"1718","Dingo Beach","P_400_499_Tot","P"
"1719","Dinmore","P_400_499_Tot","P"
"1720","Diwan","P_400_499_Tot","P"
"1721","Djarawong","P_400_499_Tot","P"
"1722","Djuan","P_400_499_Tot","P"
"1723","Donnybrook (Qld)","P_400_499_Tot","P"
"1724","Doolbi","P_400_499_Tot","P"
"1725","Douglas (Toowoomba - Qld)","P_400_499_Tot","P"
"1726","Drillham","P_400_499_Tot","P"
"1727","Drinan","P_400_499_Tot","P"
"1728","Ducklo","P_400_499_Tot","P"
"1729","Dululu","P_400_499_Tot","P"
"1730","Dundas (Qld)","P_400_499_Tot","P"
"1731","Dunmora","P_400_499_Tot","P"
"1732","Dunnrock","P_400_499_Tot","P"
"1733","East Deep Creek","P_400_499_Tot","P"
"1734","East Nanango","P_400_499_Tot","P"
"1735","Eidsvold","P_400_499_Tot","P"
"1736","Einasleigh","P_400_499_Tot","P"
"1737","Elaman Creek","P_400_499_Tot","P"
"1738","Eli Waters","P_400_499_Tot","P"
"1739","Ellen Grove","P_400_499_Tot","P"
"1740","Ellerbeck","P_400_499_Tot","P"
"1741","Ellesmere","P_400_499_Tot","P"
"1742","Elliott Heads","P_400_499_Tot","P"
"1743","Emu Vale","P_400_499_Tot","P"
"1744","Esk (Qld)","P_400_499_Tot","P"
"1745","Eukey","P_400_499_Tot","P"
"1746","Eungella (Qld)","P_400_499_Tot","P"
"1747","Eureka (Qld)","P_400_499_Tot","P"
"1748","Evelyn","P_400_499_Tot","P"
"1749","Fairy Bower","P_400_499_Tot","P"
"1750","Ferny Glen","P_400_499_Tot","P"
"1751","Finch Hatton","P_400_499_Tot","P"
"1752","Fletcher (Qld)","P_400_499_Tot","P"
"1753","Foreshores","P_400_499_Tot","P"
"1754","Forest Hill (Qld)","P_400_499_Tot","P"
"1755","Forrest Beach (Qld)","P_400_499_Tot","P"
"1756","Forsayth","P_400_499_Tot","P"
"1757","Fredericksfield","P_400_499_Tot","P"
"1758","Gailes","P_400_499_Tot","P"
"1759","Germantown (Qld)","P_400_499_Tot","P"
"1760","Gin Gin (Qld)","P_400_499_Tot","P"
"1761","Glan Devon","P_400_499_Tot","P"
"1762","Glastonbury","P_400_499_Tot","P"
"1763","Glen Aplin","P_400_499_Tot","P"
"1764","Glen Cairn","P_400_499_Tot","P"
"1765","Glenorchy (Qld)","P_400_499_Tot","P"
"1766","Goomburra","P_400_499_Tot","P"
"1767","Goomeri","P_400_499_Tot","P"
"1768","Goondi Hill","P_400_499_Tot","P"
"1769","Goranba","P_400_499_Tot","P"
"1770","Grahams Creek","P_400_499_Tot","P"
"1771","Grand Secret","P_400_499_Tot","P"
"1772","Grantham","P_400_499_Tot","P"
"1773","Granville (Qld)","P_400_499_Tot","P"
"1774","Greenlands (Qld)","P_400_499_Tot","P"
"1775","Greenview","P_400_499_Tot","P"
"1776","Grosmont","P_400_499_Tot","P"
"1777","Guluguba","P_400_499_Tot","P"
"1778","Gundiah","P_400_499_Tot","P"
"1779","Gympie","P_400_499_Tot","P"
"1780","Halifax","P_400_499_Tot","P"
"1781","Haly Creek","P_400_499_Tot","P"
"1782","Hamilton Plains","P_400_499_Tot","P"
"1783","Hannaford","P_400_499_Tot","P"
"1784","Harlin","P_400_499_Tot","P"
"1785","Helens Hill","P_400_499_Tot","P"
"1786","Herberton","P_400_499_Tot","P"
"1787","Hideaway Bay","P_400_499_Tot","P"
"1788","Hodgleigh","P_400_499_Tot","P"
"1789","Horse Creek","P_400_499_Tot","P"
"1790","Horton","P_400_499_Tot","P"
"1791","Howard","P_400_499_Tot","P"
"1792","Hudson","P_400_499_Tot","P"
"1793","Hull Heads","P_400_499_Tot","P"
"1794","Ilbilbie","P_400_499_Tot","P"
"1795","Imbil","P_400_499_Tot","P"
"1796","Inkerman (Qld)","P_400_499_Tot","P"
"1797","Innisfail","P_400_499_Tot","P"
"1798","Inverness","P_400_499_Tot","P"
"1799","Ipswich","P_400_499_Tot","P"
"1800","Irvinebank","P_400_499_Tot","P"
"1801","Isisford","P_400_499_Tot","P"
"1802","Jandowae","P_400_499_Tot","P"
"1803","Japoonvale","P_400_499_Tot","P"
"1804","Jericho (Qld)","P_400_499_Tot","P"
"1805","Kalapa","P_400_499_Tot","P"
"1806","Kandanga","P_400_499_Tot","P"
"1807","Kandanga Creek","P_400_499_Tot","P"
"1808","Kanigan","P_400_499_Tot","P"
"1809","Karragarra Island","P_400_499_Tot","P"
"1810","Kawungan","P_400_499_Tot","P"
"1811","Kennedy","P_400_499_Tot","P"
"1812","Kensington (Qld)","P_400_499_Tot","P"
"1813","Kepnock","P_400_499_Tot","P"
"1814","Keppel Sands","P_400_499_Tot","P"
"1815","Keriri Island","P_400_499_Tot","P"
"1816","Kia Ora (Qld)","P_400_499_Tot","P"
"1817","Kilkivan","P_400_499_Tot","P"
"1818","Killarney (Qld)","P_400_499_Tot","P"
"1819","Kin Kin","P_400_499_Tot","P"
"1820","Kingston (Qld)","P_400_499_Tot","P"
"1821","Kinka Beach","P_400_499_Tot","P"
"1822","Kinleymore","P_400_499_Tot","P"
"1823","Kirknie","P_400_499_Tot","P"
"1824","Kogan","P_400_499_Tot","P"
"1825","Kooralbyn","P_400_499_Tot","P"
"1826","Kumbarilla","P_400_499_Tot","P"
"1827","Kumbia","P_400_499_Tot","P"
"1828","Kybong","P_400_499_Tot","P"
"1829","Kyoomba","P_400_499_Tot","P"
"1830","Laidley","P_400_499_Tot","P"
"1831","Laidley Heights","P_400_499_Tot","P"
"1832","Laidley North","P_400_499_Tot","P"
"1833","Lake Mary","P_400_499_Tot","P"
"1834","Lamb Island","P_400_499_Tot","P"
"1835","Lannercost","P_400_499_Tot","P"
"1836","Laura (Qld)","P_400_499_Tot","P"
"1837","Leichhardt (Qld)","P_400_499_Tot","P"
"1838","Leyburn","P_400_499_Tot","P"
"1839","Linville","P_400_499_Tot","P"
"1840","Lockrose","P_400_499_Tot","P"
"1841","Lockyer Waters","P_400_499_Tot","P"
"1842","Logan Central","P_400_499_Tot","P"
"1843","Lowood","P_400_499_Tot","P"
"1844","Lucinda","P_400_499_Tot","P"
"1845","Macgregor (Qld)","P_400_499_Tot","P"
"1846","Macleay Island","P_400_499_Tot","P"
"1847","Maidenwell","P_400_499_Tot","P"
"1848","Malanda","P_400_499_Tot","P"
"1849","Marmor","P_400_499_Tot","P"
"1850","Maroondan","P_400_499_Tot","P"
"1851","Maryborough (Qld)","P_400_499_Tot","P"
"1852","Maryborough West","P_400_499_Tot","P"
"1853","Maryvale (Southern Downs - Qld)","P_400_499_Tot","P"
"1854","Massie","P_400_499_Tot","P"
"1855","McIlwraith","P_400_499_Tot","P"
"1856","Meadowvale","P_400_499_Tot","P"
"1857","Meandarra","P_400_499_Tot","P"
"1858","Midge Point","P_400_499_Tot","P"
"1859","Milbong","P_400_499_Tot","P"
"1860","Millaa Millaa","P_400_499_Tot","P"
"1861","Millbank (Qld)","P_400_499_Tot","P"
"1862","Millstream (Qld)","P_400_499_Tot","P"
"1863","Milman","P_400_499_Tot","P"
"1864","Miriam Vale","P_400_499_Tot","P"
"1865","Mondure","P_400_499_Tot","P"
"1866","Monkland","P_400_499_Tot","P"
"1867","Monto","P_400_499_Tot","P"
"1868","Moogerah","P_400_499_Tot","P"
"1869","Moonford","P_400_499_Tot","P"
"1870","Moongan","P_400_499_Tot","P"
"1871","Moore","P_400_499_Tot","P"
"1872","Moore Park Beach","P_400_499_Tot","P"
"1873","Moores Pocket","P_400_499_Tot","P"
"1874","Morven (Qld)","P_400_499_Tot","P"
"1875","Mossman Gorge","P_400_499_Tot","P"
"1876","Mothar Mountain","P_400_499_Tot","P"
"1877","Mount Beppo","P_400_499_Tot","P"
"1878","Mount Chalmers","P_400_499_Tot","P"
"1879","Mount Colliery","P_400_499_Tot","P"
"1880","Mount Garnet","P_400_499_Tot","P"
"1881","Mount Hallen","P_400_499_Tot","P"
"1882","Mount Marshall","P_400_499_Tot","P"
"1883","Mount Molloy","P_400_499_Tot","P"
"1884","Mount Morgan","P_400_499_Tot","P"
"1885","Mount Perry","P_400_499_Tot","P"
"1886","Mount Tully","P_400_499_Tot","P"
"1887","Mulara","P_400_499_Tot","P"
"1888","Mulgowie","P_400_499_Tot","P"
"1889","Mungallala","P_400_499_Tot","P"
"1890","Murgon","P_400_499_Tot","P"
"1891","Murray Upper","P_400_499_Tot","P"
"1892","Nanango","P_400_499_Tot","P"
"1893","Nathan","P_400_499_Tot","P"
"1894","Natural Bridge","P_400_499_Tot","P"
"1895","Nerimbera","P_400_499_Tot","P"
"1896","New Mapoon","P_400_499_Tot","P"
"1897","Nindooinbah","P_400_499_Tot","P"
"1898","North Isis","P_400_499_Tot","P"
"1899","North Johnstone","P_400_499_Tot","P"
"1900","North Stradbroke Island","P_400_499_Tot","P"
"1901","North Tivoli","P_400_499_Tot","P"
"1902","Norville","P_400_499_Tot","P"
"1903","Oakwood (Qld)","P_400_499_Tot","P"
"1904","Obi Obi","P_400_499_Tot","P"
"1905","Obum Obum","P_400_499_Tot","P"
"1906","Owens Creek","P_400_499_Tot","P"
"1907","Pacific Haven","P_400_499_Tot","P"
"1908","Palen Creek","P_400_499_Tot","P"
"1909","Palm Grove (Qld)","P_400_499_Tot","P"
"1910","Park Ridge","P_400_499_Tot","P"
"1911","Patrick Estate","P_400_499_Tot","P"
"1912","Pechey","P_400_499_Tot","P"
"1913","Pentland","P_400_499_Tot","P"
"1914","Peranga","P_400_499_Tot","P"
"1915","Pialba","P_400_499_Tot","P"
"1916","Pierces Creek","P_400_499_Tot","P"
"1917","Pinelands (Qld)","P_400_499_Tot","P"
"1918","Pinnacle (Qld)","P_400_499_Tot","P"
"1919","Point Vernon","P_400_499_Tot","P"
