"","SSC_NAME_2016","median_income_bin","gender"
"756","Sheldon","P_650_799_Tot","P"
"757","Shell Pocket","P_650_799_Tot","P"
"758","Shelly Beach (Sunshine Coast - Qld)","P_650_799_Tot","P"
"759","Shorncliffe","P_650_799_Tot","P"
"760","Silverleigh","P_650_799_Tot","P"
"761","Smithfield (Qld)","P_650_799_Tot","P"
"762","South Brisbane","P_650_799_Tot","P"
"763","South Gladstone","P_650_799_Tot","P"
"764","South Maclean","P_650_799_Tot","P"
"765","South Townsville","P_650_799_Tot","P"
"766","Southwood","P_650_799_Tot","P"
"767","Spring Hill (Qld)","P_650_799_Tot","P"
"768","Springfield (Ipswich - Qld)","P_650_799_Tot","P"
"769","Springside (Qld)","P_650_799_Tot","P"
"770","Springsure","P_650_799_Tot","P"
"771","Springwood (Qld)","P_650_799_Tot","P"
"772","St George (Qld)","P_650_799_Tot","P"
"773","St Ruth","P_650_799_Tot","P"
"774","Stafford","P_650_799_Tot","P"
"775","Stafford Heights","P_650_799_Tot","P"
"776","Stoters Hill","P_650_799_Tot","P"
"777","Strathdickie","P_650_799_Tot","P"
"778","Struck Oil","P_650_799_Tot","P"
"779","Sugarloaf (Whitsunday - Qld)","P_650_799_Tot","P"
"780","Sun Valley (Qld)","P_650_799_Tot","P"
"781","Sundown (Cassowary Coast - Qld)","P_650_799_Tot","P"
"782","Sunrise Beach","P_650_799_Tot","P"
"783","Sunshine Beach","P_650_799_Tot","P"
"784","Susan River","P_650_799_Tot","P"
"785","Taigum","P_650_799_Tot","P"
"786","Tallai","P_650_799_Tot","P"
"787","Tallebudgera","P_650_799_Tot","P"
"788","Tallebudgera Valley","P_650_799_Tot","P"
"789","Tallegalla","P_650_799_Tot","P"
"790","Tamborine","P_650_799_Tot","P"
"791","Tanah Merah","P_650_799_Tot","P"
"792","Tanawha","P_650_799_Tot","P"
"793","Tanby","P_650_799_Tot","P"
"794","Tannum Sands","P_650_799_Tot","P"
"795","Taringa","P_650_799_Tot","P"
"796","Taroomball","P_650_799_Tot","P"
"797","Telina","P_650_799_Tot","P"
"798","Thagoona","P_650_799_Tot","P"
"799","Thallon","P_650_799_Tot","P"
"800","Thangool","P_650_799_Tot","P"
"801","The Caves","P_650_799_Tot","P"
"802","The Dawn","P_650_799_Tot","P"
"803","The Leap","P_650_799_Tot","P"
"804","The Range (Qld)","P_650_799_Tot","P"
"805","Thorneside","P_650_799_Tot","P"
"806","Thornlands","P_650_799_Tot","P"
"807","Thuringowa Central","P_650_799_Tot","P"
"808","Thursday Island","P_650_799_Tot","P"
"809","Tingalpa","P_650_799_Tot","P"
"810","Toowong","P_650_799_Tot","P"
"811","Top Camp","P_650_799_Tot","P"
"812","Torrington (Qld)","P_650_799_Tot","P"
"813","Trinity Beach","P_650_799_Tot","P"
"814","Trinity Park","P_650_799_Tot","P"
"815","Tuckerang","P_650_799_Tot","P"
"816","Tugun","P_650_799_Tot","P"
"817","Underwood (Qld)","P_650_799_Tot","P"
"818","Upper Coomera","P_650_799_Tot","P"
"819","Upper Daradgee","P_650_799_Tot","P"
"820","Upper Flagstone","P_650_799_Tot","P"
"821","Upper Stone","P_650_799_Tot","P"
"822","Upper Tenthill","P_650_799_Tot","P"
"823","Vale View","P_650_799_Tot","P"
"824","Valentine Plains","P_650_799_Tot","P"
"825","Varsity Lakes","P_650_799_Tot","P"
"826","Vasa Views","P_650_799_Tot","P"
"827","Veresdale","P_650_799_Tot","P"
"828","Victoria Plains","P_650_799_Tot","P"
"829","Victoria Plantation","P_650_799_Tot","P"
"830","Walkerston","P_650_799_Tot","P"
"831","Walloon","P_650_799_Tot","P"
"832","Wamuran","P_650_799_Tot","P"
"833","Wamuran Basin","P_650_799_Tot","P"
"834","Waterford (Qld)","P_650_799_Tot","P"
"835","Wattlebank","P_650_799_Tot","P"
"836","Wellington Point","P_650_799_Tot","P"
"837","West End (Townsville - Qld)","P_650_799_Tot","P"
"838","West Mackay","P_650_799_Tot","P"
"839","West Stowe","P_650_799_Tot","P"
"840","Whiteside","P_650_799_Tot","P"
"841","Whitfield (Qld)","P_650_799_Tot","P"
"842","Willow Vale (Qld)","P_650_799_Tot","P"
"843","Wilsons Pocket","P_650_799_Tot","P"
"844","Windaroo","P_650_799_Tot","P"
"845","Winton (Qld)","P_650_799_Tot","P"
"846","Wishart (Qld)","P_650_799_Tot","P"
"847","Withcott","P_650_799_Tot","P"
"848","Witheren","P_650_799_Tot","P"
"849","Wondunna","P_650_799_Tot","P"
"850","Wongawallan","P_650_799_Tot","P"
"851","Wonglepong","P_650_799_Tot","P"
"852","Woodmillar","P_650_799_Tot","P"
"853","Woody Point","P_650_799_Tot","P"
"854","Woolloongabba","P_650_799_Tot","P"
"855","Woolmar","P_650_799_Tot","P"
"856","Woopen Creek","P_650_799_Tot","P"
"857","Worongary","P_650_799_Tot","P"
"858","Wrights Creek (Qld)","P_650_799_Tot","P"
"859","Wulkuraka","P_650_799_Tot","P"
"860","Wurdong Heights","P_650_799_Tot","P"
"861","Wynnum","P_650_799_Tot","P"
"862","Wynnum West","P_650_799_Tot","P"
"863","Wyreema","P_650_799_Tot","P"
"864","Yamanto","P_650_799_Tot","P"
"865","Yandina Creek","P_650_799_Tot","P"
"866","Yaroomba","P_650_799_Tot","P"
"867","Yatala","P_650_799_Tot","P"
"868","Yorkeys Knob","P_650_799_Tot","P"
"869","Yugar","P_650_799_Tot","P"
"870","Yuruga","P_650_799_Tot","P"
"871","Zillmere","P_650_799_Tot","P"
"872","Abergowrie","P_500_649_Tot","P"
"873","Adare","P_500_649_Tot","P"
"874","Adelaide Park","P_500_649_Tot","P"
"875","Aitkenvale","P_500_649_Tot","P"
"876","Alberton (Qld)","P_500_649_Tot","P"
"877","Allenstown","P_500_649_Tot","P"
"878","Allenview","P_500_649_Tot","P"
"879","Alloway","P_500_649_Tot","P"
"880","Alva","P_500_649_Tot","P"
"881","Amity","P_500_649_Tot","P"
"882","Anduramba","P_500_649_Tot","P"
"883","Araluen (Qld)","P_500_649_Tot","P"
"884","Aratula (Qld)","P_500_649_Tot","P"
"885","Archerfield","P_500_649_Tot","P"
"886","Armstrong Beach","P_500_649_Tot","P"
"887","Aroona","P_500_649_Tot","P"
"888","Arundel","P_500_649_Tot","P"
"889","Ashmore","P_500_649_Tot","P"
"890","Ashwell","P_500_649_Tot","P"
"891","Atherton","P_500_649_Tot","P"
"892","Austinville","P_500_649_Tot","P"
"893","Avoca (Qld)","P_500_649_Tot","P"
"894","Ayr","P_500_649_Tot","P"
"895","Babinda (Qld)","P_500_649_Tot","P"
"896","Bajool","P_500_649_Tot","P"
"897","Balberra","P_500_649_Tot","P"
"898","Bald Knob","P_500_649_Tot","P"
"899","Ball Bay","P_500_649_Tot","P"
"900","Ballandean","P_500_649_Tot","P"
"901","Ballard","P_500_649_Tot","P"
"902","Balmoral Ridge","P_500_649_Tot","P"
"903","Bamaga","P_500_649_Tot","P"
"904","Bambaroo","P_500_649_Tot","P"
"905","Banksia Beach","P_500_649_Tot","P"
"906","Baralaba","P_500_649_Tot","P"
"907","Bargara","P_500_649_Tot","P"
"908","Barney View","P_500_649_Tot","P"
"909","Barrine","P_500_649_Tot","P"
"910","Basalt (Qld)","P_500_649_Tot","P"
"911","Basin Pocket","P_500_649_Tot","P"
"912","Battery Hill","P_500_649_Tot","P"
"913","Beachmere","P_500_649_Tot","P"
"914","Beebo","P_500_649_Tot","P"
"915","Beechmont","P_500_649_Tot","P"
"916","Beelbi Creek","P_500_649_Tot","P"
"917","Beenleigh","P_500_649_Tot","P"
"918","Beerburrum","P_500_649_Tot","P"
"919","Beerwah","P_500_649_Tot","P"
"920","Bell (Qld)","P_500_649_Tot","P"
"921","Bellenden Ker","P_500_649_Tot","P"
"922","Belli Park","P_500_649_Tot","P"
"923","Bellmere","P_500_649_Tot","P"
"924","Belvedere","P_500_649_Tot","P"
"925","Berserker","P_500_649_Tot","P"
"926","Bethania","P_500_649_Tot","P"
"927","Biboohra","P_500_649_Tot","P"
"928","Biddaddaba","P_500_649_Tot","P"
"929","Bidwill (Qld)","P_500_649_Tot","P"
"930","Biggera Waters","P_500_649_Tot","P"
"931","Bilinga","P_500_649_Tot","P"
"932","Bilyana","P_500_649_Tot","P"
"933","Bingil Bay","P_500_649_Tot","P"
"934","Binjour","P_500_649_Tot","P"
"935","Black Mountain (Qld)","P_500_649_Tot","P"
"936","Blackall","P_500_649_Tot","P"
"937","Blackrock","P_500_649_Tot","P"
"938","Blackstone","P_500_649_Tot","P"
"939","Blanchview","P_500_649_Tot","P"
"940","Blenheim","P_500_649_Tot","P"
"941","Bli Bli","P_500_649_Tot","P"
"942","Bollon","P_500_649_Tot","P"
"943","Bombeeta","P_500_649_Tot","P"
"944","Bondoola","P_500_649_Tot","P"
"945","Boodua","P_500_649_Tot","P"
"946","Boogan","P_500_649_Tot","P"
"947","Booie","P_500_649_Tot","P"
"948","Boonara","P_500_649_Tot","P"
"949","Booroobin","P_500_649_Tot","P"
"950","Booval","P_500_649_Tot","P"
"951","Borallon","P_500_649_Tot","P"
"952","Boronia Heights","P_500_649_Tot","P"
"953","Bowen","P_500_649_Tot","P"
"954","Bracalba","P_500_649_Tot","P"
"955","Branyan","P_500_649_Tot","P"
"956","Brassall","P_500_649_Tot","P"
"957","Breddan","P_500_649_Tot","P"
"958","Bridges","P_500_649_Tot","P"
"959","Brigalow","P_500_649_Tot","P"
"960","Brightview","P_500_649_Tot","P"
"961","Broadwater (Qld)","P_500_649_Tot","P"
"962","Bromelton","P_500_649_Tot","P"
"963","Broughton (Qld)","P_500_649_Tot","P"
"964","Browns Plains (Qld)","P_500_649_Tot","P"
"965","Bundaberg Central","P_500_649_Tot","P"
"966","Bundaberg East","P_500_649_Tot","P"
"967","Bundamba","P_500_649_Tot","P"
"968","Bungalow","P_500_649_Tot","P"
"969","Bungeworgorai","P_500_649_Tot","P"
"970","Bungundarra","P_500_649_Tot","P"
"971","Bunya Mountains","P_500_649_Tot","P"
"972","Burnside (Qld)","P_500_649_Tot","P"
"973","Burpengary","P_500_649_Tot","P"
"974","Burpengary East","P_500_649_Tot","P"
"975","Caboolture","P_500_649_Tot","P"
"976","Calavos","P_500_649_Tot","P"
"977","Calen","P_500_649_Tot","P"
"978","Calico Creek","P_500_649_Tot","P"
"979","Callide","P_500_649_Tot","P"
"980","Caloundra West","P_500_649_Tot","P"
"981","Calvert (Qld)","P_500_649_Tot","P"
"982","Camboon (Qld)","P_500_649_Tot","P"
"983","Camp Creek (Qld)","P_500_649_Tot","P"
"984","Canaga","P_500_649_Tot","P"
"985","Canningvale","P_500_649_Tot","P"
"986","Cannon Creek (Scenic Rim - Qld)","P_500_649_Tot","P"
"987","Cape Cleveland","P_500_649_Tot","P"
"988","Cape Tribulation","P_500_649_Tot","P"
"989","Carbrook","P_500_649_Tot","P"
"990","Carmila","P_500_649_Tot","P"
"991","Carruchan","P_500_649_Tot","P"
"992","Cawarral","P_500_649_Tot","P"
"993","Cecil Plains","P_500_649_Tot","P"
"994","Cedarton","P_500_649_Tot","P"
"995","Centenary Heights","P_500_649_Tot","P"
"996","Charlton (Qld)","P_500_649_Tot","P"
"997","Chelmsford","P_500_649_Tot","P"
"998","Chevallum","P_500_649_Tot","P"
"999","Churchill (Qld)","P_500_649_Tot","P"
"1000","Clare (Qld)","P_500_649_Tot","P"
"1001","Clarendon (Qld)","P_500_649_Tot","P"
"1002","Clear Island Waters","P_500_649_Tot","P"
"1003","Clontarf (Moreton Bay - Qld)","P_500_649_Tot","P"
"1004","Coalfalls","P_500_649_Tot","P"
"1005","Coconuts","P_500_649_Tot","P"
"1006","Coes Creek","P_500_649_Tot","P"
"1007","Collinsville (Qld)","P_500_649_Tot","P"
"1008","Columbia","P_500_649_Tot","P"
"1009","Condon","P_500_649_Tot","P"
"1010","Conway","P_500_649_Tot","P"
"1011","Cooktown","P_500_649_Tot","P"
"1012","Coolabunia","P_500_649_Tot","P"
"1013","Coolangatta (Qld)","P_500_649_Tot","P"
"1014","Coolbie","P_500_649_Tot","P"
"1015","Cooloolabin","P_500_649_Tot","P"
"1016","Coolum Beach","P_500_649_Tot","P"
"1017","Coombabah","P_500_649_Tot","P"
"1018","Coondoo","P_500_649_Tot","P"
"1019","Coopers Plains","P_500_649_Tot","P"
"1020","Cooran","P_500_649_Tot","P"
"1021","Cooroibah","P_500_649_Tot","P"
"1022","Cooroy","P_500_649_Tot","P"
"1023","Cooroy Mountain","P_500_649_Tot","P"
"1024","Coorumba","P_500_649_Tot","P"
"1025","Cootharaba","P_500_649_Tot","P"
"1026","Cooya Beach","P_500_649_Tot","P"
"1027","Coral Cove","P_500_649_Tot","P"
"1028","Cracow","P_500_649_Tot","P"
"1029","Craignish","P_500_649_Tot","P"
"1030","Cranbrook (Qld)","P_500_649_Tot","P"
"1031","Cranley","P_500_649_Tot","P"
"1032","Crawford","P_500_649_Tot","P"
"1033","Crestmead","P_500_649_Tot","P"
"1034","Croftby","P_500_649_Tot","P"
"1035","Crystal Brook (Qld)","P_500_649_Tot","P"
"1036","Cullinane","P_500_649_Tot","P"
"1037","Cunnamulla","P_500_649_Tot","P"
"1038","Currajong","P_500_649_Tot","P"
"1039","Currimundi","P_500_649_Tot","P"
"1040","Currumbin Valley","P_500_649_Tot","P"
"1041","Currumbin Waters","P_500_649_Tot","P"
"1042","Cushnie","P_500_649_Tot","P"
"1043","Dagun","P_500_649_Tot","P"
"1044","Dajarra","P_500_649_Tot","P"
"1045","Dalcouth","P_500_649_Tot","P"
"1046","Daradgee","P_500_649_Tot","P"
"1047","Darling Heights","P_500_649_Tot","P"
"1048","Darra","P_500_649_Tot","P"
"1049","Dauan Island","P_500_649_Tot","P"
"1050","Deception Bay","P_500_649_Tot","P"
"1051","Delaneys Creek","P_500_649_Tot","P"
"1052","Deuchar","P_500_649_Tot","P"
"1053","Devereux Creek","P_500_649_Tot","P"
"1054","Diamond Valley","P_500_649_Tot","P"
"1055","Dicky Beach","P_500_649_Tot","P"
"1056","Diddillibah","P_500_649_Tot","P"
"1057","Dirranbandi","P_500_649_Tot","P"
"1058","Dixalea","P_500_649_Tot","P"
"1059","Doonan","P_500_649_Tot","P"
"1060","Dotswood","P_500_649_Tot","P"
"1061","Douglas (Townsville - Qld)","P_500_649_Tot","P"
"1062","Dows Creek","P_500_649_Tot","P"
"1063","Drayton","P_500_649_Tot","P"
"1064","Dugandan","P_500_649_Tot","P"
"1065","Dundathu","P_500_649_Tot","P"
"1066","Dundowran","P_500_649_Tot","P"
"1067","Dundowran Beach","P_500_649_Tot","P"
"1068","Dunwich","P_500_649_Tot","P"
"1069","Durack (Qld)","P_500_649_Tot","P"
"1070","Dutton Park","P_500_649_Tot","P"
"1071","Eagleby","P_500_649_Tot","P"
"1072","Earlville","P_500_649_Tot","P"
"1073","East Feluga","P_500_649_Tot","P"
"1074","East Greenmount","P_500_649_Tot","P"
"1075","East Innisfail","P_500_649_Tot","P"
"1076","East Ipswich","P_500_649_Tot","P"
"1077","East Palmerston","P_500_649_Tot","P"
"1078","Eastern Heights","P_500_649_Tot","P"
"1079","Ebbw Vale","P_500_649_Tot","P"
"1080","Ebenezer (Qld)","P_500_649_Tot","P"
"1081","Eerwah Vale","P_500_649_Tot","P"
"1082","Eight Mile Plains","P_500_649_Tot","P"
"1083","El Arish","P_500_649_Tot","P"
"1084","Elanora","P_500_649_Tot","P"
"1085","Elbow Valley","P_500_649_Tot","P"
"1086","Electra","P_500_649_Tot","P"
"1087","Elimbah","P_500_649_Tot","P"
"1088","Ellangowan (Qld)","P_500_649_Tot","P"
"1089","Emu Park","P_500_649_Tot","P"
"1090","Eudlo","P_500_649_Tot","P"
"1091","Eulo","P_500_649_Tot","P"
"1092","Eumundi","P_500_649_Tot","P"
"1093","Fairney View","P_500_649_Tot","P"
"1094","Farnborough","P_500_649_Tot","P"
"1095","Fassifern Valley","P_500_649_Tot","P"
"1096","Federal (Qld)","P_500_649_Tot","P"
"1097","Felton","P_500_649_Tot","P"
"1098","Ferney","P_500_649_Tot","P"
"1099","Fernvale (Qld)","P_500_649_Tot","P"
"1100","Fishery Falls","P_500_649_Tot","P"
"1101","Flametree","P_500_649_Tot","P"
"1102","Flaxton","P_500_649_Tot","P"
"1103","Flying Fish Point","P_500_649_Tot","P"
"1104","Forest Creek","P_500_649_Tot","P"
"1105","Foresthome","P_500_649_Tot","P"
"1106","Foxdale","P_500_649_Tot","P"
"1107","Freestone","P_500_649_Tot","P"
"1108","Frenches Creek","P_500_649_Tot","P"
"1109","Garbutt","P_500_649_Tot","P"
"1110","Gargett","P_500_649_Tot","P"
"1111","Garradunga","P_500_649_Tot","P"
"1112","Gatton","P_500_649_Tot","P"
"1113","Gaven","P_500_649_Tot","P"
"1114","Gayndah","P_500_649_Tot","P"
"1115","Geham","P_500_649_Tot","P"
"1116","Georgetown (Qld)","P_500_649_Tot","P"
"1117","Gheerulla","P_500_649_Tot","P"
"1118","Giru","P_500_649_Tot","P"
"1119","Glamorgan Vale","P_500_649_Tot","P"
"1120","Glass House Mountains","P_500_649_Tot","P"
"1121","Glen Allyn","P_500_649_Tot","P"
"1122","Glen Niven","P_500_649_Tot","P"
"1123","Glencoe (Qld)","P_500_649_Tot","P"
"1124","Gleneagle","P_500_649_Tot","P"
"1125","Glenore Grove","P_500_649_Tot","P"
"1126","Glenview","P_500_649_Tot","P"
"1127","Godwin Beach","P_500_649_Tot","P"
"1128","Golden Beach (Qld)","P_500_649_Tot","P"
"1129","Goodna","P_500_649_Tot","P"
"1130","Goomboorian","P_500_649_Tot","P"
"1131","Goombungee","P_500_649_Tot","P"
"1132","Goondi Bend","P_500_649_Tot","P"
"1133","Goovigen","P_500_649_Tot","P"
"1134","Granadilla","P_500_649_Tot","P"
"1135","Grandchester","P_500_649_Tot","P"
"1136","Greens Creek (Qld)","P_500_649_Tot","P"
"1137","Greenvale (Qld)","P_500_649_Tot","P"
"1138","Gregors Creek","P_500_649_Tot","P"
"1139","Gregory River (Whitsunday - Qld)","P_500_649_Tot","P"
"1140","Gulliver","P_500_649_Tot","P"
"1141","Haden","P_500_649_Tot","P"
"1142","Haliday Bay","P_500_649_Tot","P"
"1143","Hamilton Creek","P_500_649_Tot","P"
"1144","Hampden (Qld)","P_500_649_Tot","P"
"1145","Hampton (Qld)","P_500_649_Tot","P"
"1146","Harlaxton","P_500_649_Tot","P"
"1147","Harristown","P_500_649_Tot","P"
"1148","Harrisville","P_500_649_Tot","P"
"1149","Hatton Vale","P_500_649_Tot","P"
"1150","Hawkins Creek","P_500_649_Tot","P"
"1151","Hazeldean","P_500_649_Tot","P"
"1152","Heatley","P_500_649_Tot","P"
"1153","Helidon","P_500_649_Tot","P"
"1154","Helidon Spa","P_500_649_Tot","P"
"1155","Hendon (Qld)","P_500_649_Tot","P"
"1156","Herston","P_500_649_Tot","P"
"1157","Highland Park","P_500_649_Tot","P"
"1158","Home Hill","P_500_649_Tot","P"
"1159","Horn","P_500_649_Tot","P"
"1160","Horseshoe Bay","P_500_649_Tot","P"
"1161","Horseshoe Lagoon","P_500_649_Tot","P"
"1162","Hughenden","P_500_649_Tot","P"
"1163","Hunchy","P_500_649_Tot","P"
"1164","Illinbah","P_500_649_Tot","P"
"1165","Image Flat","P_500_649_Tot","P"
"1166","Ingham","P_500_649_Tot","P"
"1167","Inglewood (Qld)","P_500_649_Tot","P"
"1168","Innes Park","P_500_649_Tot","P"
"1169","Innisfail Estate","P_500_649_Tot","P"
"1170","Inverlaw","P_500_649_Tot","P"
"1171","Iredale","P_500_649_Tot","P"
"1172","Isis Central","P_500_649_Tot","P"
"1173","Island Plantation","P_500_649_Tot","P"
"1174","Iveragh","P_500_649_Tot","P"
"1175","Jaggan","P_500_649_Tot","P"
"1176","Jondaryan","P_500_649_Tot","P"
"1177","Jones Hill","P_500_649_Tot","P"
"1178","Josephville","P_500_649_Tot","P"
"1179","Julago","P_500_649_Tot","P"
"1180","Julatten","P_500_649_Tot","P"
"1181","Junabee","P_500_649_Tot","P"
"1182","Kaban","P_500_649_Tot","P"
"1183","Kabra","P_500_649_Tot","P"
"1184","Kaimkillenbun","P_500_649_Tot","P"
"1185","Kairi","P_500_649_Tot","P"
"1186","Kalbar","P_500_649_Tot","P"
"1187","Kalkie","P_500_649_Tot","P"
"1188","Kalunga","P_500_649_Tot","P"
"1189","Karumba","P_500_649_Tot","P"
"1190","Kawana","P_500_649_Tot","P"
"1191","Kearneys Spring","P_500_649_Tot","P"
"1192","Kelso (Qld)","P_500_649_Tot","P"
"1193","Kelvin Grove","P_500_649_Tot","P"
"1194","Kenilworth","P_500_649_Tot","P"
"1195","Kensington Grove","P_500_649_Tot","P"
"1196","Kentville","P_500_649_Tot","P"
"1197","Kiamba","P_500_649_Tot","P"
"1198","Kidaman Creek","P_500_649_Tot","P"
"1199","Kiels Mountain","P_500_649_Tot","P"
"1200","Kilcoy","P_500_649_Tot","P"
"1201","Kinchant Dam","P_500_649_Tot","P"
"1202","Kingaroy","P_500_649_Tot","P"
"1203","Kings Beach","P_500_649_Tot","P"
"1204","Kingsholme","P_500_649_Tot","P"
"1205","Kingsthorpe","P_500_649_Tot","P"
"1206","Kippa-Ring","P_500_649_Tot","P"
"1207","Koah","P_500_649_Tot","P"
"1208","Koongal","P_500_649_Tot","P"
"1209","Kulangoor","P_500_649_Tot","P"
"1210","Kuluin","P_500_649_Tot","P"
"1211","Kuraby","P_500_649_Tot","P"
"1212","Kuranda","P_500_649_Tot","P"
"1213","Kureelpa","P_500_649_Tot","P"
"1214","Kureen","P_500_649_Tot","P"
"1215","Kurrimine Beach","P_500_649_Tot","P"
"1216","Kuttabul","P_500_649_Tot","P"
"1217","Labrador","P_500_649_Tot","P"
"1218","Lagoon Pocket","P_500_649_Tot","P"
"1219","Laidley South","P_500_649_Tot","P"
"1220","Lake Barrine","P_500_649_Tot","P"
"1221","Lake Eacham","P_500_649_Tot","P"
"1222","Lake Macdonald","P_500_649_Tot","P"
"1223","Landsborough (Qld)","P_500_649_Tot","P"
"1224","Langshaw","P_500_649_Tot","P"
"1225","Laravale","P_500_649_Tot","P"
"1226","Lawnton","P_500_649_Tot","P"
"1227","Leslie Dam","P_500_649_Tot","P"
"1228","Linthorpe","P_500_649_Tot","P"
"1229","Little Mountain","P_500_649_Tot","P"
"1230","Loch Lomond","P_500_649_Tot","P"
"1231","Lockyer (Qld)","P_500_649_Tot","P"
"1232","Loganlea","P_500_649_Tot","P"
"1233","Lower Daintree","P_500_649_Tot","P"
"1234","Lower Mount Walker","P_500_649_Tot","P"
"1235","Lower Tenthill","P_500_649_Tot","P"
"1236","Lower Wonga","P_500_649_Tot","P"
"1237","Ma Ma Creek","P_500_649_Tot","P"
"1238","Machine Creek","P_500_649_Tot","P"
"1239","Mackay","P_500_649_Tot","P"
"1240","Macknade","P_500_649_Tot","P"
"1241","Maclagan","P_500_649_Tot","P"
"1242","Magnolia","P_500_649_Tot","P"
"1243","Maleny","P_500_649_Tot","P"
"1244","Mannuem","P_500_649_Tot","P"
"1245","Manoora (Qld)","P_500_649_Tot","P"
"1246","Manunda","P_500_649_Tot","P"
"1247","Mapleton","P_500_649_Tot","P"
"1248","Mareeba","P_500_649_Tot","P"
"1249","Margate (Qld)","P_500_649_Tot","P"
"1250","Maria Creeks","P_500_649_Tot","P"
"1251","Maroochydore","P_500_649_Tot","P"
"1252","Marsden","P_500_649_Tot","P"
"1253","McEwens Beach","P_500_649_Tot","P"
"1254","Meadowbrook","P_500_649_Tot","P"
"1255","Meldale","P_500_649_Tot","P"
"1256","Memerambi","P_500_649_Tot","P"
"1257","Meridan Plains","P_500_649_Tot","P"
"1258","Merlwood","P_500_649_Tot","P"
"1259","Merritts Creek","P_500_649_Tot","P"
"1260","Mia Mia (Qld)","P_500_649_Tot","P"
"1261","Mighell","P_500_649_Tot","P"
"1262","Millchester","P_500_649_Tot","P"
"1263","Millmerran","P_500_649_Tot","P"
"1264","Milora","P_500_649_Tot","P"
"1265","Minden","P_500_649_Tot","P"
"1266","Mirriwinni","P_500_649_Tot","P"
"1267","Mission Beach","P_500_649_Tot","P"
"1268","Mitchell (Qld)","P_500_649_Tot","P"
"1269","Moffatdale","P_500_649_Tot","P"
"1270","Molendinar","P_500_649_Tot","P"
"1271","Montville","P_500_649_Tot","P"
"1272","Moodlu","P_500_649_Tot","P"
"1273","Moola","P_500_649_Tot","P"
"1274","Mooloo","P_500_649_Tot","P"
"1275","Mooloolah Valley","P_500_649_Tot","P"
"1276","Moomin","P_500_649_Tot","P"
"1277","Moonie","P_500_649_Tot","P"
"1278","Moorland (Qld)","P_500_649_Tot","P"
"1279","Morayfield","P_500_649_Tot","P"
"1280","Moresby (Qld)","P_500_649_Tot","P"
"1281","Morgan Park","P_500_649_Tot","P"
"1282","Mossman","P_500_649_Tot","P"
"1283","Mount Alford","P_500_649_Tot","P"
"1284","Mount Archer (Somerset - Qld)","P_500_649_Tot","P"
"1285","Mount Berryman","P_500_649_Tot","P"
"1286","Mount Forbes","P_500_649_Tot","P"
"1287","Mount Jukes","P_500_649_Tot","P"
"1288","Mount Larcom","P_500_649_Tot","P"
"1289","Mount Marrow","P_500_649_Tot","P"
"1290","Mount Mee","P_500_649_Tot","P"
"1291","Mount Mellum","P_500_649_Tot","P"
"1292","Mount Molar","P_500_649_Tot","P"
"1293","Mount Mort","P_500_649_Tot","P"
"1294","Mount Murchison","P_500_649_Tot","P"
"1295","Mount Ossa","P_500_649_Tot","P"
"1296","Mount St John","P_500_649_Tot","P"
"1297","Mount Surprise","P_500_649_Tot","P"
"1298","Mount Surround","P_500_649_Tot","P"
"1299","Mount Tarampa","P_500_649_Tot","P"
"1300","Mount Tyson","P_500_649_Tot","P"
"1301","Mount Warren Park","P_500_649_Tot","P"
"1302","Mount Whitestone","P_500_649_Tot","P"
"1303","Mourilyan","P_500_649_Tot","P"
"1304","Mourilyan Harbour","P_500_649_Tot","P"
"1305","Moy Pocket","P_500_649_Tot","P"
"1306","Mulgildie","P_500_649_Tot","P"
"1307","Mundingburra","P_500_649_Tot","P"
"1308","Mundoo","P_500_649_Tot","P"
"1309","Mundowran","P_500_649_Tot","P"
"1310","Mungar","P_500_649_Tot","P"
"1311","Mungindi (Qld)","P_500_649_Tot","P"
"1312","Murphys Creek (Qld)","P_500_649_Tot","P"
"1313","Murrays Bridge","P_500_649_Tot","P"
"1314","Murrigal","P_500_649_Tot","P"
"1315","Mutarnee","P_500_649_Tot","P"
"1316","Mutdapilly","P_500_649_Tot","P"
"1317","Muttaburra","P_500_649_Tot","P"
"1318","Myrtlevale","P_500_649_Tot","P"
"1319","Nahrunda","P_500_649_Tot","P"
"1320","Nambour","P_500_649_Tot","P"
"1321","Neerdie","P_500_649_Tot","P"
"1322","Nelly Bay","P_500_649_Tot","P"
"1323","Nerada","P_500_649_Tot","P"
"1324","Nerang","P_500_649_Tot","P"
"1325","Netherdale","P_500_649_Tot","P"
"1326","Newtown (Toowoomba - Qld)","P_500_649_Tot","P"
"1327","Nikenbah","P_500_649_Tot","P"
"1328","Ninderry","P_500_649_Tot","P"
"1329","Ningi","P_500_649_Tot","P"
"1330","Nobby","P_500_649_Tot","P"
"1331","Nome","P_500_649_Tot","P"
"1332","Noosa North Shore","P_500_649_Tot","P"
"1333","Noosaville","P_500_649_Tot","P"
"1334","Normanton","P_500_649_Tot","P"
"1335","North Arm (Qld)","P_500_649_Tot","P"
"1336","North Booval","P_500_649_Tot","P"
"1337","North Deep Creek","P_500_649_Tot","P"
"1338","North Eton","P_500_649_Tot","P"
"1339","North Ipswich","P_500_649_Tot","P"
"1340","North Mackay","P_500_649_Tot","P"
"1341","North Maclean","P_500_649_Tot","P"
"1342","North Talwood","P_500_649_Tot","P"
