SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC30077,0,0,0,3,0,3,5,0,0,5,0,0,0,0,0,6,0,0,0,7,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,3,0,3,7,3,5,3,0,0,22,8,0,8,29,35,54,57,30,8,231
SSC30078,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,14,3,8,13,9,18,18,3,0,0,84
SSC30079,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,19
SSC30080,0,4,10,6,5,3,0,0,0,34,0,0,5,9,11,6,0,0,0,34,0,0,4,3,3,0,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,4,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,16,6,8,10,3,0,61,31,44,90,83,77,58,59,17,7,462
SSC30081,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,3,7,14,16,13,5,0,0,56
SSC30082,0,0,0,4,3,0,0,0,0,6,0,7,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,0,3,6,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,15,14,12,11,24,31,8,6,8,0,127
SSC30083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,3,0,22
SSC30084,0,3,7,16,12,13,3,0,0,53,0,4,7,3,8,6,0,0,0,27,0,6,8,9,9,0,0,0,0,27,0,0,7,9,4,0,0,0,0,22,0,0,11,15,21,3,0,0,0,49,0,0,4,0,6,4,0,0,0,17,8,6,21,23,28,11,12,9,0,111,58,35,107,117,135,103,99,23,6,687
SSC30085,0,0,7,5,5,4,4,0,0,27,0,0,4,3,4,0,0,0,0,15,0,0,3,3,5,4,0,0,0,20,0,0,0,4,3,5,0,0,0,14,0,0,0,4,3,0,4,0,0,19,0,0,0,0,3,0,0,0,0,8,0,0,4,3,4,10,4,0,0,26,21,14,27,47,51,59,24,15,3,267
SSC30086,3,18,49,52,56,37,17,7,3,249,0,0,24,33,35,24,15,3,0,145,0,0,14,49,41,28,4,3,0,136,0,0,16,26,24,18,3,0,0,78,0,0,11,30,38,17,4,3,0,108,0,0,0,7,11,7,3,3,0,27,15,7,7,19,21,17,19,16,5,127,206,158,321,434,484,457,376,163,53,2662
SSC30087,0,0,0,0,13,3,0,0,0,21,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,52,172,302,210,110,44,12,6,0,902,63,183,314,233,154,61,13,17,0,1036
SSC30088,4,37,136,160,181,113,54,16,3,691,0,14,81,102,112,77,29,7,0,421,0,5,64,92,135,78,18,4,3,399,0,4,35,67,77,25,10,3,0,220,0,7,48,103,110,54,21,0,0,345,0,0,4,39,46,36,6,5,0,145,48,65,98,98,91,75,84,75,66,711,724,735,1127,1316,1486,1175,1101,600,205,8462
SSC30089,0,39,115,91,78,63,33,20,5,445,0,14,93,59,60,54,23,10,0,311,0,5,75,71,69,58,20,10,3,306,0,3,60,46,57,24,15,10,5,220,0,3,63,90,119,83,24,11,10,395,0,4,47,126,209,110,63,15,3,590,22,38,57,49,90,57,35,27,22,390,399,408,832,756,922,723,480,239,102,4865
SSC30090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,3,3,3,0,0,0,21
SSC30091,0,5,20,15,13,5,4,0,0,57,0,6,18,16,4,3,4,0,0,51,0,3,9,11,11,6,0,0,0,38,0,0,0,3,7,4,3,0,0,22,0,0,9,10,4,0,0,0,0,28,0,0,3,5,3,0,0,0,0,15,3,3,10,3,3,3,5,3,0,37,68,46,127,110,83,67,66,20,0,585
SSC30092,3,101,193,154,159,124,81,19,8,840,0,45,176,153,143,86,29,10,5,649,0,12,148,162,167,106,29,4,0,639,0,9,105,134,156,87,21,3,0,509,0,7,123,305,337,142,31,7,0,955,0,0,55,372,398,186,36,11,8,1058,41,52,101,97,118,88,62,31,20,601,988,990,1513,1934,2083,1349,779,354,176,10174
SSC30093,0,49,165,182,187,127,61,14,11,804,0,14,110,153,138,107,23,5,6,567,0,7,103,114,125,89,17,3,3,475,0,3,39,69,86,49,5,0,8,252,0,3,57,99,95,47,16,7,8,332,0,3,20,59,50,41,15,8,0,204,65,46,91,124,142,127,113,141,249,1088,775,649,1272,1611,1608,1452,1222,761,531,9874
SSC30094,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,9,14,10,14,3,0,72
SSC30095,3,61,198,156,166,168,78,35,14,879,0,27,160,146,136,109,40,14,6,637,0,9,114,188,178,93,31,13,0,633,0,3,84,125,112,75,24,5,0,427,0,3,111,181,156,89,34,18,7,595,0,0,17,97,96,67,24,8,6,319,34,39,79,86,104,89,81,60,60,636,695,716,1384,1633,1607,1445,1253,910,436,10083
SSC30096,0,23,71,87,97,71,42,13,6,410,0,9,50,59,56,54,14,0,3,246,0,3,41,50,65,30,11,8,0,202,0,0,20,24,26,33,5,0,0,118,0,4,30,36,30,27,5,3,0,135,0,0,11,9,13,15,9,3,3,61,63,35,48,70,74,102,86,99,70,641,456,420,689,761,883,963,901,652,278,5996
SSC30097,0,0,5,4,6,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,8,4,10,13,13,19,29,20,10,0,114
SSC30098,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,3,0,24,13,11,25,25,29,48,27,12,0,183
SSC30099,0,8,3,9,3,9,0,0,0,31,0,0,3,0,5,3,0,0,0,6,0,0,3,0,7,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,15,23,16,15,24,45,49,19,9,0,207
SSC30100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,0,7,0,0,21
SSC30101,0,72,170,67,47,60,32,8,3,451,0,29,161,58,49,30,23,3,0,354,0,14,134,85,52,34,24,4,0,343,0,6,84,49,45,28,15,3,0,229,0,3,115,122,108,47,23,4,3,430,0,0,53,137,135,69,21,3,0,426,21,88,138,60,53,55,44,9,3,469,365,832,1407,797,649,500,398,125,38,5108
SSC30102,0,3,13,3,3,6,0,0,0,34,0,0,0,0,0,0,5,0,0,12,0,0,0,4,3,0,0,0,0,11,0,0,5,0,4,0,0,0,0,7,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,6,13,3,8,8,4,41,15,18,44,49,66,64,52,33,12,363
SSC30103,0,32,154,126,70,22,4,0,0,414,0,15,127,108,59,15,0,0,0,336,0,12,94,109,63,13,5,3,0,305,0,0,64,76,52,7,0,0,0,200,0,4,59,123,81,16,0,0,0,286,0,0,21,50,31,6,0,0,0,107,22,9,52,31,24,5,4,0,0,159,345,278,957,940,553,219,104,24,9,3416
SSC30104,0,5,3,3,10,3,0,0,0,23,0,0,3,3,6,3,0,0,0,17,0,3,3,0,3,5,0,0,0,15,0,0,3,0,0,4,0,0,0,10,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,12,6,11,9,9,7,0,0,0,45,84,114,201,174,169,101,44,9,0,901
SSC30105,0,0,7,0,7,10,0,0,0,21,0,0,0,0,9,3,3,0,0,18,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,4,3,3,0,0,0,8,0,0,0,5,0,0,0,0,0,9,0,0,4,4,7,7,3,3,0,38,14,22,36,40,54,56,46,17,0,291
SSC30106,0,20,69,67,57,57,22,8,4,303,0,9,29,31,38,41,8,3,0,160,0,3,21,40,53,25,3,3,0,148,0,3,8,12,18,16,0,0,0,64,0,0,9,15,22,14,9,0,0,69,3,0,7,8,9,7,3,5,0,38,29,13,42,34,41,40,67,53,45,360,301,231,507,497,635,618,647,411,229,4077
SSC30107,0,18,61,71,69,56,19,15,9,316,0,3,42,40,49,28,3,11,0,174,0,3,21,50,39,27,6,3,0,148,0,3,12,21,19,15,6,0,0,73,0,0,15,14,27,20,0,3,3,77,0,0,4,4,15,8,4,7,0,36,32,26,45,35,62,48,62,78,42,442,271,240,482,531,549,562,551,553,260,4000
SSC30108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,4,8,10,3,0,3,27
SSC30109,0,3,3,5,14,3,5,0,0,32,0,0,3,0,6,9,0,0,0,15,0,0,0,7,4,0,5,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,0,3,8,5,0,0,0,18,0,0,0,0,5,0,0,0,0,5,5,0,3,10,16,9,8,5,0,49,29,25,46,77,125,95,102,32,6,539
SSC30110,3,48,109,102,125,112,41,19,3,556,0,12,80,93,83,81,14,8,3,370,0,13,65,68,88,57,14,0,5,307,0,4,27,50,29,37,8,4,3,164,0,0,36,50,57,31,8,4,3,198,4,3,19,24,24,26,9,4,0,107,73,54,73,88,112,113,133,99,49,792,506,515,949,968,1107,1198,998,666,290,7197
SSC30111,0,0,4,19,18,24,5,0,0,82,0,3,7,8,14,3,4,0,0,36,0,0,7,9,6,8,0,0,0,31,0,0,0,10,5,6,0,0,0,20,0,0,3,8,3,6,0,0,0,23,0,0,0,5,3,4,0,0,0,11,9,7,14,15,17,23,14,18,7,126,57,51,96,159,165,214,148,98,44,1032
SSC30112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,6,4,9,11,12,13,7,3,0,63
SSC30113,0,0,9,5,5,0,0,0,0,21,0,0,4,3,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,11,3,3,8,3,11,5,0,0,42,50,62,122,107,73,66,39,3,0,525
SSC30114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,3,0,26,3,3,3,6,37,43,33,9,0,141
SSC30115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,9
SSC30116,0,23,49,28,30,25,5,0,0,169,0,5,32,19,29,13,0,0,0,101,0,5,20,12,21,20,6,0,0,88,0,0,6,16,15,12,0,0,0,53,0,0,12,6,12,12,3,0,0,49,0,0,3,5,6,10,0,0,0,26,10,7,31,15,12,13,13,3,0,104,139,148,323,222,251,210,135,26,5,1454
SSC30117,0,0,9,8,3,11,0,0,0,25,0,0,0,12,3,7,0,0,0,28,0,0,0,5,3,0,0,0,0,7,0,0,0,3,0,4,0,0,0,7,0,0,3,9,4,3,3,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,3,8,5,4,3,7,0,30,20,3,38,73,58,73,41,18,11,339
SSC30118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,4,6,0,0,24
SSC30119,0,9,19,24,25,16,0,0,0,94,0,6,13,10,20,5,0,0,0,56,0,3,19,11,17,7,0,0,0,56,0,3,4,5,8,3,0,0,0,28,0,3,17,17,19,5,0,0,0,63,0,0,0,8,4,3,0,0,0,15,5,12,27,23,19,12,17,6,4,123,58,88,187,157,187,133,71,40,5,919
SSC30120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,4,3,3,0,0,17,4,3,6,13,10,21,9,3,0,81
SSC30121,0,3,3,9,8,7,0,0,0,28,0,0,0,0,5,4,0,0,0,7,0,0,0,4,4,0,0,0,0,8,0,0,0,3,4,4,0,0,0,17,0,0,3,0,4,3,0,0,0,16,0,0,0,0,5,3,0,0,0,7,8,6,12,9,9,14,5,4,4,66,29,21,52,50,73,77,42,18,7,367
SSC30122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13
SSC30123,0,38,154,141,136,110,19,7,3,615,0,18,98,94,90,57,13,6,0,371,0,9,76,90,84,40,6,0,0,305,0,0,41,57,29,19,3,0,0,153,0,3,42,62,49,25,0,0,0,184,0,5,6,16,11,9,0,0,0,41,24,20,41,49,49,29,30,23,14,282,362,407,990,970,856,706,534,224,102,5156
SSC30124,0,0,0,4,4,5,0,3,0,20,0,0,0,3,0,3,3,0,0,15,0,0,0,0,5,3,0,0,0,7,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,3,3,3,24,8,9,16,21,35,62,51,21,8,226
SSC30125,0,0,0,8,11,6,9,0,0,30,0,0,3,4,5,12,4,0,0,30,0,0,0,4,4,9,0,0,0,20,0,0,0,3,3,4,0,0,0,16,0,0,3,8,5,3,0,0,0,20,0,0,4,3,3,0,0,0,0,12,3,6,11,6,10,19,26,3,0,100,42,35,60,88,110,202,215,57,11,815
SSC30126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11
SSC30127,0,0,0,0,8,7,3,0,0,22,0,0,7,0,7,3,3,0,0,19,0,0,0,3,5,5,0,0,0,11,0,0,0,3,0,3,0,0,0,11,0,0,0,3,3,8,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,8,0,3,0,24,21,6,22,31,63,83,66,28,7,319
SSC30128,0,0,0,3,5,7,0,0,0,11,0,0,0,5,0,0,3,0,0,9,0,0,0,0,3,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,0,17,26,18,23,32,59,48,61,15,3,282
SSC30129,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,5,17,9,23,25,21,7,3,124
SSC30130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,8,3,5,5,5,4,0,34
SSC30131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,16,8,9,8,0,51,18,14,14,20,59,47,59,18,3,247
SSC30132,3,27,77,37,43,41,20,5,3,254,0,14,75,47,51,31,9,0,0,225,0,4,50,58,56,39,9,0,0,213,0,3,52,40,49,31,4,0,0,174,0,0,66,109,79,58,7,0,3,329,0,5,36,118,115,42,9,0,0,322,11,24,65,48,53,22,13,7,3,239,191,265,624,653,622,427,202,90,50,3119
SSC30133,0,0,0,0,4,4,3,0,0,13,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,5,3,0,0,9,0,0,0,5,0,6,4,0,0,14,0,0,0,3,0,0,0,0,0,7,3,0,0,0,3,7,5,0,0,26,14,12,9,29,43,47,64,17,8,247
SSC30134,0,4,3,7,9,6,0,0,0,27,0,0,6,8,3,9,0,0,0,22,0,0,3,10,3,3,0,0,0,19,0,0,0,3,4,3,0,0,0,8,0,0,5,16,7,0,0,0,0,34,0,0,5,4,4,0,0,0,0,12,3,0,0,8,0,0,0,0,0,13,20,9,40,78,72,45,24,4,3,296
SSC30135,0,5,19,7,9,4,0,0,0,46,0,5,13,9,10,13,0,0,0,44,0,0,7,9,5,3,0,0,0,29,0,0,9,3,3,4,3,0,0,17,0,0,0,7,8,5,0,0,0,23,0,0,0,0,0,0,0,0,0,11,12,3,6,11,15,5,0,0,0,52,99,95,172,141,127,87,33,6,6,766
SSC30136,0,0,0,0,5,6,0,0,0,12,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13,5,3,12,5,19,26,15,12,0,111
SSC30137,0,0,3,0,3,0,0,0,0,10,0,0,3,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,15,17,3,14,24,21,17,7,0,0,110
SSC30138,0,0,0,0,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,3,3,16,5,0,13,15,16,15,7,7,3,76
SSC30139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,3,7,0,0,29
SSC30140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC30141,0,3,6,4,3,0,4,0,0,20,0,5,5,5,3,0,0,0,0,15,0,0,0,0,3,4,0,0,0,11,0,0,0,0,3,3,0,0,0,11,0,0,3,3,4,0,3,0,0,13,0,0,0,0,4,4,0,0,0,14,4,0,4,4,3,4,3,0,0,22,32,18,42,41,53,46,30,12,0,281
SSC30142,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,7,8,0,3,0,0,21,8,4,4,16,11,7,14,8,0,81
SSC30143,0,0,0,0,4,3,3,0,0,7,0,0,0,3,3,3,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,4,4,3,5,0,0,13,18,8,9,32,26,24,28,4,0,145
SSC30144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4
SSC30145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5
SSC30146,0,0,0,3,3,0,0,0,0,10,0,0,0,3,0,3,0,0,0,6,0,0,0,5,0,6,0,0,0,8,0,0,0,3,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,4,0,0,0,7,12,4,13,25,34,21,12,4,0,128
SSC30147,4,6,29,61,72,107,77,11,3,377,0,5,27,42,54,41,28,12,0,208,0,4,14,42,50,56,39,9,0,210,0,3,7,29,44,35,21,3,0,150,0,0,5,46,52,56,20,11,0,190,0,0,3,24,32,33,18,10,0,118,16,3,10,28,37,57,77,39,9,280,253,196,322,524,717,1032,1404,560,134,5145
SSC30148,0,3,19,7,19,10,4,0,0,61,0,4,9,13,7,4,0,0,0,38,0,0,10,12,11,5,3,0,0,33,0,0,0,5,3,0,5,0,0,17,0,0,10,3,12,12,0,0,0,29,0,0,0,3,0,3,0,0,0,12,4,4,4,7,6,10,3,0,0,42,62,69,102,99,85,101,50,19,6,587
SSC30149,0,27,119,100,101,71,16,5,3,448,0,13,80,94,70,39,8,4,0,304,0,4,74,95,83,42,3,0,0,300,0,0,49,67,42,24,4,0,0,189,0,4,62,95,56,36,3,0,0,253,0,3,9,38,20,11,5,0,0,89,22,22,58,55,48,62,37,22,13,336,351,397,875,990,778,638,428,220,103,4773
SSC30150,0,0,0,0,3,0,3,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,7,3,15,20,12,22,10,3,0,93
SSC30151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
SSC30152,0,0,0,0,6,4,0,0,0,15,0,3,4,4,0,0,0,0,0,7,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,3,8,0,0,0,0,14,0,0,0,0,0,0,3,0,0,6,3,4,5,7,10,9,6,7,3,49,14,18,29,25,63,54,29,40,9,279
